#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: HLHIL01_01_1993
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19930101 TO 19931231
#LOCATION: Hillarys
#Station Status:  Historical
#Lat: -31.825535  Long: 115.738578
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart Datum     which is   4.895   m below Benchmark   Hamersley   
#National Station ID:   NA
#Site Description: NA
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00057,19930101.0000/
00057,19930101.0015/
00058,19930101.0030/
00057,19930101.0045/
00055,19930101.0100/
00053,19930101.0115/
00055,19930101.0130/
00051,19930101.0145/
00049,19930101.0200/
00048,19930101.0215/
00049,19930101.0230/
00049,19930101.0245/
00046,19930101.0300/
00046,19930101.0315/
00044,19930101.0330/
00044,19930101.0345/
00045,19930101.0400/
00046,19930101.0415/
00042,19930101.0430/
00041,19930101.0445/
00040,19930101.0500/
00038,19930101.0515/
00039,19930101.0530/
00038,19930101.0545/
00038,19930101.0600/
00038,19930101.0615/
00041,19930101.0630/
00042,19930101.0645/
00041,19930101.0700/
00040,19930101.0715/
00040,19930101.0730/
00041,19930101.0745/
00037,19930101.0800/
00038,19930101.0815/
00041,19930101.0830/
00042,19930101.0845/
00041,19930101.0900/
00047,19930101.0915/
00049,19930101.0930/
00048,19930101.0945/
00051,19930101.1000/
00052,19930101.1015/
00052,19930101.1030/
00055,19930101.1045/
00053,19930101.1100/
00051,19930101.1115/
00052,19930101.1130/
00054,19930101.1145/
00055,19930101.1200/
00060,19930101.1215/
00061,19930101.1230/
00065,19930101.1245/
00066,19930101.1300/
00064,19930101.1315/
00062,19930101.1330/
00061,19930101.1345/
00064,19930101.1400/
00065,19930101.1415/
00069,19930101.1430/
00066,19930101.1445/
00066,19930101.1500/
00064,19930101.1515/
00065,19930101.1530/
00068,19930101.1545/
00071,19930101.1600/
00073,19930101.1615/
00073,19930101.1630/
00074,19930101.1645/
00071,19930101.1700/
00070,19930101.1715/
00068,19930101.1730/
00069,19930101.1745/
00071,19930101.1800/
00072,19930101.1815/
00070,19930101.1830/
00071,19930101.1845/
00069,19930101.1900/
00066,19930101.1915/
00065,19930101.1930/
00064,19930101.1945/
00063,19930101.2000/
00064,19930101.2015/
00065,19930101.2030/
00065,19930101.2045/
00063,19930101.2100/
00064,19930101.2115/
00063,19930101.2130/
00061,19930101.2145/
00059,19930101.2200/
00059,19930101.2215/
00059,19930101.2230/
00057,19930101.2245/
00057,19930101.2300/
00056,19930101.2315/
00057,19930101.2330/
00054,19930101.2345/
00056,19930102.0000/
00052,19930102.0015/
00051,19930102.0030/
00050,19930102.0045/
00049,19930102.0100/
00046,19930102.0115/
00044,19930102.0130/
00044,19930102.0145/
00045,19930102.0200/
00049,19930102.0215/
00047,19930102.0230/
00046,19930102.0245/
00042,19930102.0300/
00040,19930102.0315/
00038,19930102.0330/
00038,19930102.0345/
00036,19930102.0400/
00038,19930102.0415/
00037,19930102.0430/
00038,19930102.0445/
00038,19930102.0500/
00031,19930102.0515/
00034,19930102.0530/
00033,19930102.0545/
00033,19930102.0600/
00030,19930102.0615/
00031,19930102.0630/
00034,19930102.0645/
00033,19930102.0700/
00034,19930102.0715/
00032,19930102.0730/
00035,19930102.0745/
00034,19930102.0800/
00034,19930102.0815/
00033,19930102.0830/
00037,19930102.0845/
00039,19930102.0900/
00039,19930102.0915/
00040,19930102.0930/
00041,19930102.0945/
00041,19930102.1000/
00043,19930102.1015/
00043,19930102.1030/
00045,19930102.1045/
00047,19930102.1100/
00048,19930102.1115/
00049,19930102.1130/
00048,19930102.1145/
00051,19930102.1200/
00053,19930102.1215/
00054,19930102.1230/
00052,19930102.1245/
00054,19930102.1300/
00054,19930102.1315/
00056,19930102.1330/
00058,19930102.1345/
00059,19930102.1400/
00060,19930102.1415/
00060,19930102.1430/
00060,19930102.1445/
00064,19930102.1500/
00064,19930102.1515/
00062,19930102.1530/
00064,19930102.1545/
00066,19930102.1600/
00066,19930102.1615/
00067,19930102.1630/
00070,19930102.1645/
00069,19930102.1700/
00067,19930102.1715/
00065,19930102.1730/
00066,19930102.1745/
00067,19930102.1800/
00068,19930102.1815/
00066,19930102.1830/
00068,19930102.1845/
00064,19930102.1900/
00064,19930102.1915/
00064,19930102.1930/
00061,19930102.1945/
00060,19930102.2000/
00058,19930102.2015/
00058,19930102.2030/
00057,19930102.2045/
00055,19930102.2100/
00056,19930102.2115/
00052,19930102.2130/
00050,19930102.2145/
00050,19930102.2200/
00048,19930102.2215/
00044,19930102.2230/
00046,19930102.2245/
00044,19930102.2300/
00044,19930102.2315/
00039,19930102.2330/
00040,19930102.2345/
00039,19930103.0000/
00038,19930103.0015/
00036,19930103.0030/
00035,19930103.0045/
00032,19930103.0100/
00031,19930103.0115/
00032,19930103.0130/
00030,19930103.0145/
00028,19930103.0200/
00029,19930103.0215/
00027,19930103.0230/
00027,19930103.0245/
00026,19930103.0300/
00025,19930103.0315/
00022,19930103.0330/
00021,19930103.0345/
00021,19930103.0400/
00020,19930103.0415/
00020,19930103.0430/
00020,19930103.0445/
00020,19930103.0500/
00020,19930103.0515/
00021,19930103.0530/
00020,19930103.0545/
00021,19930103.0600/
00019,19930103.0615/
00021,19930103.0630/
00023,19930103.0645/
00025,19930103.0700/
00024,19930103.0715/
00025,19930103.0730/
00027,19930103.0745/
00026,19930103.0800/
00026,19930103.0815/
00027,19930103.0830/
00031,19930103.0845/
00031,19930103.0900/
00033,19930103.0915/
00036,19930103.0930/
00035,19930103.0945/
00036,19930103.1000/
00036,19930103.1015/
00039,19930103.1030/
00039,19930103.1045/
00039,19930103.1100/
00041,19930103.1115/
00043,19930103.1130/
00044,19930103.1145/
00045,19930103.1200/
00047,19930103.1215/
00045,19930103.1230/
00048,19930103.1245/
00049,19930103.1300/
00053,19930103.1315/
00056,19930103.1330/
00057,19930103.1345/
00058,19930103.1400/
00059,19930103.1415/
00059,19930103.1430/
00060,19930103.1445/
00061,19930103.1500/
00062,19930103.1515/
00061,19930103.1530/
00062,19930103.1545/
00064,19930103.1600/
00066,19930103.1615/
00067,19930103.1630/
00070,19930103.1645/
00071,19930103.1700/
00071,19930103.1715/
00069,19930103.1730/
00067,19930103.1745/
00066,19930103.1800/
00065,19930103.1815/
00065,19930103.1830/
00066,19930103.1845/
00068,19930103.1900/
00068,19930103.1915/
00065,19930103.1930/
00064,19930103.1945/
00062,19930103.2000/
00058,19930103.2015/
00055,19930103.2030/
00056,19930103.2045/
00054,19930103.2100/
00052,19930103.2115/
00050,19930103.2130/
00048,19930103.2145/
00045,19930103.2200/
00043,19930103.2215/
00042,19930103.2230/
00040,19930103.2245/
00038,19930103.2300/
00038,19930103.2315/
00036,19930103.2330/
00034,19930103.2345/
00031,19930104.0000/
00029,19930104.0015/
00027,19930104.0030/
00028,19930104.0045/
00028,19930104.0100/
00025,19930104.0115/
00024,19930104.0130/
00021,19930104.0145/
00019,19930104.0200/
00020,19930104.0215/
00018,19930104.0230/
00018,19930104.0245/
00016,19930104.0300/
00015,19930104.0315/
00016,19930104.0330/
00014,19930104.0345/
00012,19930104.0400/
00013,19930104.0415/
00013,19930104.0430/
00012,19930104.0445/
00012,19930104.0500/
00016,19930104.0515/
00013,19930104.0530/
00016,19930104.0545/
00012,19930104.0600/
00014,19930104.0615/
00012,19930104.0630/
00015,19930104.0645/
00014,19930104.0700/
00016,19930104.0715/
00018,19930104.0730/
00020,19930104.0745/
00021,19930104.0800/
00022,19930104.0815/
00023,19930104.0830/
00023,19930104.0845/
00023,19930104.0900/
00025,19930104.0915/
00029,19930104.0930/
00031,19930104.0945/
00032,19930104.1000/
00033,19930104.1015/
00035,19930104.1030/
00037,19930104.1045/
00036,19930104.1100/
00037,19930104.1115/
00039,19930104.1130/
00038,19930104.1145/
00040,19930104.1200/
00042,19930104.1215/
00043,19930104.1230/
00046,19930104.1245/
00049,19930104.1300/
00050,19930104.1315/
00050,19930104.1330/
00052,19930104.1345/
00054,19930104.1400/
00055,19930104.1415/
00057,19930104.1430/
00058,19930104.1445/
00059,19930104.1500/
00060,19930104.1515/
00061,19930104.1530/
00061,19930104.1545/
00063,19930104.1600/
00066,19930104.1615/
00068,19930104.1630/
00068,19930104.1645/
00070,19930104.1700/
00070,19930104.1715/
00071,19930104.1730/
00072,19930104.1745/
00072,19930104.1800/
00072,19930104.1815/
00073,19930104.1830/
00071,19930104.1845/
00071,19930104.1900/
00070,19930104.1915/
00069,19930104.1930/
00071,19930104.1945/
00069,19930104.2000/
00068,19930104.2015/
00066,19930104.2030/
00066,19930104.2045/
00062,19930104.2100/
00060,19930104.2115/
00056,19930104.2130/
00053,19930104.2145/
00051,19930104.2200/
00048,19930104.2215/
00047,19930104.2230/
00045,19930104.2245/
00044,19930104.2300/
00040,19930104.2315/
00037,19930104.2330/
00036,19930104.2345/
00035,19930105.0000/
00032,19930105.0015/
00027,19930105.0030/
00025,19930105.0045/
00023,19930105.0100/
00021,19930105.0115/
00019,19930105.0130/
00020,19930105.0145/
00017,19930105.0200/
00017,19930105.0215/
00016,19930105.0230/
