#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Aug_2022_Well1.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2022-07-31 23:50:00 to 2022-08-31 23:45:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   96,20220731.2350/
  100,20220731.2355/
  105,20220801.0000/
  103,20220801.0005/
   98,20220801.0010/
   99,20220801.0015/
  104,20220801.0020/
  103,20220801.0025/
  101,20220801.0030/
  104,20220801.0035/
  108,20220801.0040/
  106,20220801.0045/
  102,20220801.0050/
   99,20220801.0055/
  100,20220801.0100/
   99,20220801.0105/
  103,20220801.0110/
  103,20220801.0115/
  100,20220801.0120/
  103,20220801.0125/
  101,20220801.0130/
  101,20220801.0135/
  101,20220801.0140/
  100,20220801.0145/
  101,20220801.0150/
  104,20220801.0155/
  103,20220801.0200/
  102,20220801.0205/
  100,20220801.0210/
   99,20220801.0215/
  109,20220801.0220/
  111,20220801.0225/
  103,20220801.0230/
  102,20220801.0235/
  107,20220801.0240/
  105,20220801.0245/
  104,20220801.0250/
  104,20220801.0255/
  104,20220801.0300/
  108,20220801.0305/
  110,20220801.0310/
  110,20220801.0315/
  109,20220801.0320/
  109,20220801.0325/
  107,20220801.0330/
  107,20220801.0335/
  110,20220801.0340/
  105,20220801.0345/
  105,20220801.0350/
  108,20220801.0355/
  112,20220801.0400/
  110,20220801.0405/
  106,20220801.0410/
  108,20220801.0415/
  113,20220801.0420/
  115,20220801.0425/
  109,20220801.0430/
  110,20220801.0435/
  115,20220801.0440/
  115,20220801.0445/
  110,20220801.0450/
  111,20220801.0455/
  116,20220801.0500/
  113,20220801.0505/
  112,20220801.0510/
  115,20220801.0515/
  114,20220801.0520/
  112,20220801.0525/
  115,20220801.0530/
  120,20220801.0535/
  120,20220801.0540/
  119,20220801.0545/
  125,20220801.0550/
  131,20220801.0555/
  125,20220801.0600/
  122,20220801.0605/
  125,20220801.0610/
  129,20220801.0615/
  125,20220801.0620/
  118,20220801.0625/
  120,20220801.0630/
  128,20220801.0635/
  128,20220801.0640/
  122,20220801.0645/
  122,20220801.0650/
  131,20220801.0655/
  139,20220801.0700/
  135,20220801.0705/
  127,20220801.0710/
  130,20220801.0715/
  133,20220801.0720/
  134,20220801.0725/
  134,20220801.0730/
  133,20220801.0735/
  133,20220801.0740/
  138,20220801.0745/
  137,20220801.0750/
  129,20220801.0755/
  135,20220801.0800/
  140,20220801.0805/
  138,20220801.0810/
  136,20220801.0815/
  138,20220801.0820/
  140,20220801.0825/
  141,20220801.0830/
  145,20220801.0835/
  144,20220801.0840/
  141,20220801.0845/
  146,20220801.0850/
  155,20220801.0855/
  149,20220801.0900/
  143,20220801.0905/
  149,20220801.0910/
  158,20220801.0915/
  157,20220801.0920/
  153,20220801.0925/
  154,20220801.0930/
  157,20220801.0935/
  160,20220801.0940/
  154,20220801.0945/
  148,20220801.0950/
  146,20220801.0955/
  150,20220801.1000/
  155,20220801.1005/
  147,20220801.1010/
  143,20220801.1015/
  152,20220801.1020/
  160,20220801.1025/
  155,20220801.1030/
  155,20220801.1035/
  162,20220801.1040/
  164,20220801.1045/
  154,20220801.1050/
  153,20220801.1055/
  157,20220801.1100/
  167,20220801.1105/
  169,20220801.1110/
  159,20220801.1115/
  155,20220801.1120/
  161,20220801.1125/
  163,20220801.1130/
  163,20220801.1135/
  159,20220801.1140/
  155,20220801.1145/
  153,20220801.1150/
  159,20220801.1155/
  164,20220801.1200/
  155,20220801.1205/
  150,20220801.1210/
  156,20220801.1215/
  164,20220801.1220/
  158,20220801.1225/
  158,20220801.1230/
  169,20220801.1235/
  168,20220801.1240/
  161,20220801.1245/
  162,20220801.1250/
  166,20220801.1255/
  161,20220801.1300/
  148,20220801.1305/
  149,20220801.1310/
  156,20220801.1315/
  156,20220801.1320/
  155,20220801.1325/
  153,20220801.1330/
  146,20220801.1335/
  154,20220801.1340/
  156,20220801.1345/
  150,20220801.1350/
  143,20220801.1355/
  142,20220801.1400/
  152,20220801.1405/
  145,20220801.1410/
  141,20220801.1415/
  148,20220801.1420/
  151,20220801.1425/
  146,20220801.1430/
  142,20220801.1435/
  147,20220801.1440/
  149,20220801.1445/
  145,20220801.1450/
  146,20220801.1455/
  145,20220801.1500/
  143,20220801.1505/
  147,20220801.1510/
  160,20220801.1515/
  149,20220801.1520/
  136,20220801.1525/
  146,20220801.1530/
  160,20220801.1535/
  151,20220801.1540/
  138,20220801.1545/
  141,20220801.1550/
  147,20220801.1555/
  138,20220801.1600/
  135,20220801.1605/
  140,20220801.1610/
  144,20220801.1615/
  143,20220801.1620/
  131,20220801.1625/
  127,20220801.1630/
  128,20220801.1635/
  133,20220801.1640/
  127,20220801.1645/
  120,20220801.1650/
  123,20220801.1655/
  133,20220801.1700/
  130,20220801.1705/
  118,20220801.1710/
  118,20220801.1715/
  126,20220801.1720/
  126,20220801.1725/
  119,20220801.1730/
  117,20220801.1735/
  127,20220801.1740/
  134,20220801.1745/
  129,20220801.1750/
  123,20220801.1755/
  135,20220801.1800/
  146,20220801.1805/
  141,20220801.1810/
  125,20220801.1815/
  124,20220801.1820/
  133,20220801.1825/
  132,20220801.1830/
  137,20220801.1835/
  146,20220801.1840/
  142,20220801.1845/
  129,20220801.1850/
  129,20220801.1855/
  137,20220801.1900/
  135,20220801.1905/
  128,20220801.1910/
  129,20220801.1915/
  134,20220801.1920/
  133,20220801.1925/
  126,20220801.1930/
  127,20220801.1935/
  137,20220801.1940/
  129,20220801.1945/
  123,20220801.1950/
  125,20220801.1955/
  129,20220801.2000/
  132,20220801.2005/
  133,20220801.2010/
  135,20220801.2015/
  137,20220801.2020/
  132,20220801.2025/
  125,20220801.2030/
  134,20220801.2035/
  135,20220801.2040/
  139,20220801.2045/
  136,20220801.2050/
  133,20220801.2055/
  143,20220801.2100/
  129,20220801.2105/
  127,20220801.2110/
  139,20220801.2115/
  144,20220801.2120/
  138,20220801.2125/
  127,20220801.2130/
  155,20220801.2135/
  149,20220801.2140/
  139,20220801.2145/
  134,20220801.2150/
  135,20220801.2155/
  152,20220801.2200/
  153,20220801.2205/
  141,20220801.2210/
  139,20220801.2215/
  152,20220801.2220/
  153,20220801.2225/
  148,20220801.2230/
  143,20220801.2235/
  143,20220801.2240/
  146,20220801.2245/
  133,20220801.2250/
  133,20220801.2255/
  145,20220801.2300/
  142,20220801.2305/
  136,20220801.2310/
  139,20220801.2315/
  132,20220801.2320/
  131,20220801.2325/
  125,20220801.2330/
  135,20220801.2335/
  140,20220801.2340/
  135,20220801.2345/
  140,20220801.2350/
  144,20220801.2355/
  139,20220802.0000/
  144,20220802.0005/
  150,20220802.0010/
  147,20220802.0015/
  142,20220802.0020/
  139,20220802.0025/
  160,20220802.0030/
  159,20220802.0035/
  156,20220802.0040/
  151,20220802.0045/
  149,20220802.0050/
  159,20220802.0055/
  157,20220802.0100/
  156,20220802.0105/
  146,20220802.0110/
  152,20220802.0115/
  150,20220802.0120/
  153,20220802.0125/
  155,20220802.0130/
  154,20220802.0135/
  147,20220802.0140/
  147,20220802.0145/
  140,20220802.0150/
  141,20220802.0155/
  149,20220802.0200/
  148,20220802.0205/
  155,20220802.0210/
  152,20220802.0215/
  152,20220802.0220/
  140,20220802.0225/
  161,20220802.0230/
  165,20220802.0235/
  162,20220802.0240/
  157,20220802.0245/
  155,20220802.0250/
  161,20220802.0255/
  163,20220802.0300/
  157,20220802.0305/
  158,20220802.0310/
  156,20220802.0315/
  155,20220802.0320/
  164,20220802.0325/
  165,20220802.0330/
  144,20220802.0335/
  150,20220802.0340/
  155,20220802.0345/
  147,20220802.0350/
  140,20220802.0355/
  152,20220802.0400/
  152,20220802.0405/
  150,20220802.0410/
  148,20220802.0415/
  164,20220802.0420/
  157,20220802.0425/
  145,20220802.0430/
  133,20220802.0435/
  144,20220802.0440/
  145,20220802.0445/
  126,20220802.0450/
  129,20220802.0455/
  146,20220802.0500/
  149,20220802.0505/
  151,20220802.0510/
  147,20220802.0515/
  125,20220802.0520/
  134,20220802.0525/
  156,20220802.0530/
  151,20220802.0535/
  140,20220802.0540/
  153,20220802.0545/
  161,20220802.0550/
  154,20220802.0555/
  134,20220802.0600/
  152,20220802.0605/
  167,20220802.0610/
  149,20220802.0615/
  141,20220802.0620/
  142,20220802.0625/
  152,20220802.0630/
  150,20220802.0635/
  146,20220802.0640/
  167,20220802.0645/
  151,20220802.0650/
  147,20220802.0655/
  139,20220802.0700/
  146,20220802.0705/
  155,20220802.0710/
  145,20220802.0715/
  144,20220802.0720/
  141,20220802.0725/
  150,20220802.0730/
  158,20220802.0735/
  145,20220802.0740/
  150,20220802.0745/
  157,20220802.0750/
  159,20220802.0755/
  152,20220802.0800/
  156,20220802.0805/
  163,20220802.0810/
  146,20220802.0815/
  149,20220802.0820/
  157,20220802.0825/
  154,20220802.0830/
  138,20220802.0835/
  146,20220802.0840/
  163,20220802.0845/
  165,20220802.0850/
  149,20220802.0855/
  150,20220802.0900/
  149,20220802.0905/
  143,20220802.0910/
  146,20220802.0915/
  150,20220802.0920/
  162,20220802.0925/
  161,20220802.0930/
  152,20220802.0935/
  158,20220802.0940/
  160,20220802.0945/
  149,20220802.0950/
  147,20220802.0955/
  152,20220802.1000/
  164,20220802.1005/
  159,20220802.1010/
  157,20220802.1015/
  155,20220802.1020/
  146,20220802.1025/
  158,20220802.1030/
  155,20220802.1035/
  159,20220802.1040/
  157,20220802.1045/
  162,20220802.1050/
  148,20220802.1055/
  148,20220802.1100/
  154,20220802.1105/
  156,20220802.1110/
  154,20220802.1115/
  153,20220802.1120/
  153,20220802.1125/
  163,20220802.1130/
  149,20220802.1135/
  155,20220802.1140/
  159,20220802.1145/
  163,20220802.1150/
  165,20220802.1155/
  145,20220802.1200/
  158,20220802.1205/
  165,20220802.1210/
  151,20220802.1215/
  148,20220802.1220/
  146,20220802.1225/
  155,20220802.1230/
  145,20220802.1235/
  153,20220802.1240/
  143,20220802.1245/
  151,20220802.1250/
  145,20220802.1255/
  157,20220802.1300/
  151,20220802.1305/
  155,20220802.1310/
  162,20220802.1315/
  151,20220802.1320/
  141,20220802.1325/
  151,20220802.1330/
  153,20220802.1335/
  144,20220802.1340/
  147,20220802.1345/
  154,20220802.1350/
  150,20220802.1355/
  147,20220802.1400/
  154,20220802.1405/
  156,20220802.1410/
  152,20220802.1415/
  144,20220802.1420/
  143,20220802.1425/
  146,20220802.1430/
  151,20220802.1435/
  145,20220802.1440/
  146,20220802.1445/
  152,20220802.1450/
  151,20220802.1455/
  140,20220802.1500/
  141,20220802.1505/
  158,20220802.1510/
  158,20220802.1515/
  150,20220802.1520/
  143,20220802.1525/
  150,20220802.1530/
  147,20220802.1535/
  144,20220802.1540/
  142,20220802.1545/
  135,20220802.1550/
  148,20220802.1555/
  160,20220802.1600/
  148,20220802.1605/
  143,20220802.1610/
  144,20220802.1615/
  143,20220802.1620/
  135,20220802.1625/
  137,20220802.1630/
  140,20220802.1635/
  140,20220802.1640/
  137,20220802.1645/
  140,20220802.1650/
  145,20220802.1655/
  144,20220802.1700/
  145,20220802.1705/
  139,20220802.1710/
  138,20220802.1715/
  139,20220802.1720/
  141,20220802.1725/
  129,20220802.1730/
  120,20220802.1735/
  122,20220802.1740/
  146,20220802.1745/
  147,20220802.1750/
  130,20220802.1755/
  123,20220802.1800/
  148,20220802.1805/
  141,20220802.1810/
  122,20220802.1815/
  136,20220802.1820/
  136,20220802.1825/
  141,20220802.1830/
  123,20220802.1835/
  124,20220802.1840/
  150,20220802.1845/
  142,20220802.1850/
  125,20220802.1855/
  133,20220802.1900/
  144,20220802.1905/
  145,20220802.1910/
  132,20220802.1915/
  134,20220802.1920/
  140,20220802.1925/
  122,20220802.1930/
  116,20220802.1935/
  127,20220802.1940/
  140,20220802.1945/
  150,20220802.1950/
  136,20220802.1955/
  133,20220802.2000/
  148,20220802.2005/
  140,20220802.2010/
  149,20220802.2015/
  140,20220802.2020/
  146,20220802.2025/
  148,20220802.2030/
  135,20220802.2035/
  144,20220802.2040/
  143,20220802.2045/
  145,20220802.2050/
  146,20220802.2055/
  145,20220802.2100/
  140,20220802.2105/
  142,20220802.2110/
  148,20220802.2115/
  145,20220802.2120/
  130,20220802.2125/
  129,20220802.2130/
  144,20220802.2135/
  149,20220802.2140/
  138,20220802.2145/
  123,20220802.2150/
  130,20220802.2155/
  138,20220802.2200/
  142,20220802.2205/
  133,20220802.2210/
  123,20220802.2215/
  139,20220802.2220/
  146,20220802.2225/
  138,20220802.2230/
  131,20220802.2235/
  137,20220802.2240/
  136,20220802.2245/
  139,20220802.2250/
  136,20220802.2255/
  130,20220802.2300/
  138,20220802.2305/
  136,20220802.2310/
  125,20220802.2315/
  133,20220802.2320/
  141,20220802.2325/
  142,20220802.2330/
  130,20220802.2335/
  125,20220802.2340/
  135,20220802.2345/
  145,20220802.2350/
  133,20220802.2355/
  134,20220803.0000/
  146,20220803.0005/
  144,20220803.0010/
  148,20220803.0015/
  142,20220803.0020/
  123,20220803.0025/
  134,20220803.0030/
  144,20220803.0035/
  155,20220803.0040/
  142,20220803.0045/
  145,20220803.0050/
  137,20220803.0055/
  133,20220803.0100/
  142,20220803.0105/
  128,20220803.0110/
  139,20220803.0115/
  138,20220803.0120/
  139,20220803.0125/
  144,20220803.0130/
  136,20220803.0135/
  134,20220803.0140/
  141,20220803.0145/
  144,20220803.0150/
  130,20220803.0155/
  135,20220803.0200/
  139,20220803.0205/
  131,20220803.0210/
  126,20220803.0215/
  131,20220803.0220/
  138,20220803.0225/
  145,20220803.0230/
  132,20220803.0235/
  129,20220803.0240/
  139,20220803.0245/
  141,20220803.0250/
  136,20220803.0255/
  120,20220803.0300/
  126,20220803.0305/
  127,20220803.0310/
  136,20220803.0315/
  135,20220803.0320/
  125,20220803.0325/
  133,20220803.0330/
  134,20220803.0335/
  131,20220803.0340/
  132,20220803.0345/
  131,20220803.0350/
  123,20220803.0355/
  122,20220803.0400/
  134,20220803.0405/
  144,20220803.0410/
  135,20220803.0415/
  119,20220803.0420/
  118,20220803.0425/
  131,20220803.0430/
  135,20220803.0435/
  127,20220803.0440/
  123,20220803.0445/
  139,20220803.0450/
  134,20220803.0455/
  122,20220803.0500/
  132,20220803.0505/
  130,20220803.0510/
  125,20220803.0515/
