#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Oct_2022_Well1.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2022-09-30 23:50:00 to 2022-10-31 23:30:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
  109,20220930.2350/
  111,20220930.2355/
  112,20221001.0000/
  108,20221001.0005/
  105,20221001.0010/
  109,20221001.0015/
  109,20221001.0020/
  109,20221001.0025/
  103,20221001.0030/
  105,20221001.0035/
  107,20221001.0040/
  107,20221001.0045/
  104,20221001.0050/
  105,20221001.0055/
  105,20221001.0100/
  105,20221001.0105/
  105,20221001.0110/
  104,20221001.0115/
  104,20221001.0120/
  102,20221001.0125/
  105,20221001.0130/
  106,20221001.0135/
  105,20221001.0140/
  105,20221001.0145/
  103,20221001.0150/
  103,20221001.0155/
  101,20221001.0200/
  103,20221001.0205/
  105,20221001.0210/
  103,20221001.0215/
  102,20221001.0220/
  102,20221001.0225/
  101,20221001.0230/
  101,20221001.0235/
   98,20221001.0240/
   97,20221001.0245/
   96,20221001.0250/
   97,20221001.0255/
   95,20221001.0300/
   94,20221001.0305/
   90,20221001.0310/
   90,20221001.0315/
   92,20221001.0320/
   91,20221001.0325/
   86,20221001.0330/
   89,20221001.0335/
   86,20221001.0340/
   84,20221001.0345/
   85,20221001.0350/
   83,20221001.0355/
   80,20221001.0400/
   82,20221001.0405/
   82,20221001.0410/
   82,20221001.0415/
   79,20221001.0420/
   83,20221001.0425/
   83,20221001.0430/
   80,20221001.0435/
   77,20221001.0440/
   79,20221001.0445/
   82,20221001.0450/
   79,20221001.0455/
   78,20221001.0500/
   77,20221001.0505/
   78,20221001.0510/
   78,20221001.0515/
   77,20221001.0520/
   76,20221001.0525/
   75,20221001.0530/
   76,20221001.0535/
   74,20221001.0540/
   70,20221001.0545/
   70,20221001.0550/
   70,20221001.0555/
   68,20221001.0600/
   67,20221001.0605/
   66,20221001.0610/
   66,20221001.0615/
   66,20221001.0620/
   68,20221001.0625/
   65,20221001.0630/
   64,20221001.0635/
   65,20221001.0640/
   66,20221001.0645/
   63,20221001.0650/
   62,20221001.0655/
   65,20221001.0700/
   66,20221001.0705/
   63,20221001.0710/
   64,20221001.0715/
   64,20221001.0720/
   65,20221001.0725/
   59,20221001.0730/
   62,20221001.0735/
   65,20221001.0740/
   66,20221001.0745/
   64,20221001.0750/
   65,20221001.0755/
   65,20221001.0800/
   63,20221001.0805/
   63,20221001.0810/
   62,20221001.0815/
   61,20221001.0820/
   62,20221001.0825/
   66,20221001.0830/
   63,20221001.0835/
   58,20221001.0840/
   59,20221001.0845/
   61,20221001.0850/
   60,20221001.0855/
   57,20221001.0900/
   54,20221001.0905/
   55,20221001.0910/
   54,20221001.0915/
   52,20221001.0920/
   53,20221001.0925/
   54,20221001.0930/
   53,20221001.0935/
   55,20221001.0940/
   56,20221001.0945/
   54,20221001.0950/
   55,20221001.0955/
   59,20221001.1000/
   60,20221001.1005/
   57,20221001.1010/
   56,20221001.1015/
   59,20221001.1020/
   59,20221001.1025/
   57,20221001.1030/
   53,20221001.1035/
   54,20221001.1040/
   58,20221001.1045/
   58,20221001.1050/
   54,20221001.1055/
   56,20221001.1100/
   54,20221001.1105/
   55,20221001.1110/
   59,20221001.1115/
   57,20221001.1120/
   55,20221001.1125/
   59,20221001.1130/
   62,20221001.1135/
   60,20221001.1140/
   58,20221001.1145/
   61,20221001.1150/
   60,20221001.1155/
   60,20221001.1200/
   58,20221001.1205/
   62,20221001.1210/
   60,20221001.1215/
   56,20221001.1220/
   55,20221001.1225/
   57,20221001.1230/
   57,20221001.1235/
   60,20221001.1240/
   55,20221001.1245/
   49,20221001.1250/
   48,20221001.1255/
   56,20221001.1300/
   57,20221001.1305/
   54,20221001.1310/
   52,20221001.1315/
   57,20221001.1320/
   62,20221001.1325/
   60,20221001.1330/
   53,20221001.1335/
   56,20221001.1340/
   61,20221001.1345/
   61,20221001.1350/
   59,20221001.1355/
   62,20221001.1400/
   63,20221001.1405/
   63,20221001.1410/
   65,20221001.1415/
   66,20221001.1420/
   63,20221001.1425/
   65,20221001.1430/
   67,20221001.1435/
   67,20221001.1440/
   65,20221001.1445/
   62,20221001.1450/
   62,20221001.1455/
   66,20221001.1500/
   67,20221001.1505/
   66,20221001.1510/
   65,20221001.1515/
   63,20221001.1520/
   63,20221001.1525/
   61,20221001.1530/
   61,20221001.1535/
   61,20221001.1540/
   62,20221001.1545/
   62,20221001.1550/
   63,20221001.1555/
   65,20221001.1600/
   63,20221001.1605/
   60,20221001.1610/
   60,20221001.1615/
   63,20221001.1620/
   64,20221001.1625/
   66,20221001.1630/
   65,20221001.1635/
   64,20221001.1640/
   66,20221001.1645/
   68,20221001.1650/
   67,20221001.1655/
   68,20221001.1700/
   68,20221001.1705/
   71,20221001.1710/
   71,20221001.1715/
   70,20221001.1720/
   68,20221001.1725/
   71,20221001.1730/
   75,20221001.1735/
   76,20221001.1740/
   75,20221001.1745/
   75,20221001.1750/
   75,20221001.1755/
   76,20221001.1800/
   78,20221001.1805/
   74,20221001.1810/
   73,20221001.1815/
   78,20221001.1820/
   80,20221001.1825/
   78,20221001.1830/
   75,20221001.1835/
   73,20221001.1840/
   79,20221001.1845/
   80,20221001.1850/
   80,20221001.1855/
   81,20221001.1900/
   79,20221001.1905/
   82,20221001.1910/
   85,20221001.1915/
   85,20221001.1920/
   84,20221001.1925/
   87,20221001.1930/
   91,20221001.1935/
   91,20221001.1940/
   91,20221001.1945/
   88,20221001.1950/
   91,20221001.1955/
   96,20221001.2000/
   94,20221001.2005/
   94,20221001.2010/
   96,20221001.2015/
   96,20221001.2020/
   97,20221001.2025/
   97,20221001.2030/
   97,20221001.2035/
  100,20221001.2040/
   99,20221001.2045/
   98,20221001.2050/
   96,20221001.2055/
   96,20221001.2100/
   98,20221001.2105/
   97,20221001.2110/
   93,20221001.2115/
   95,20221001.2120/
   97,20221001.2125/
   95,20221001.2130/
   95,20221001.2135/
   97,20221001.2140/
   98,20221001.2145/
   98,20221001.2150/
   97,20221001.2155/
   97,20221001.2200/
   97,20221001.2205/
   98,20221001.2210/
   98,20221001.2215/
   99,20221001.2220/
  101,20221001.2225/
  101,20221001.2230/
  102,20221001.2235/
  103,20221001.2240/
  102,20221001.2245/
  106,20221001.2250/
  105,20221001.2255/
  102,20221001.2300/
  106,20221001.2305/
  108,20221001.2310/
  107,20221001.2315/
  103,20221001.2320/
  107,20221001.2325/
  107,20221001.2330/
  106,20221001.2335/
  105,20221001.2340/
  105,20221001.2345/
  105,20221001.2350/
  104,20221001.2355/
  104,20221002.0000/
  107,20221002.0005/
  105,20221002.0010/
  101,20221002.0015/
  103,20221002.0020/
  104,20221002.0025/
  102,20221002.0030/
  101,20221002.0035/
  101,20221002.0040/
  100,20221002.0045/
   99,20221002.0050/
  101,20221002.0055/
  102,20221002.0100/
  101,20221002.0105/
   99,20221002.0110/
  100,20221002.0115/
  101,20221002.0120/
  101,20221002.0125/
  100,20221002.0130/
  100,20221002.0135/
  101,20221002.0140/
  102,20221002.0145/
  103,20221002.0150/
  102,20221002.0155/
  102,20221002.0200/
  104,20221002.0205/
  103,20221002.0210/
   99,20221002.0215/
   97,20221002.0220/
   98,20221002.0225/
  100,20221002.0230/
   99,20221002.0235/
   97,20221002.0240/
   97,20221002.0245/
   98,20221002.0250/
   97,20221002.0255/
   96,20221002.0300/
   95,20221002.0305/
   92,20221002.0310/
   92,20221002.0315/
   91,20221002.0320/
   90,20221002.0325/
   90,20221002.0330/
   89,20221002.0335/
   90,20221002.0340/
   89,20221002.0345/
   85,20221002.0350/
   83,20221002.0355/
   84,20221002.0400/
   86,20221002.0405/
   84,20221002.0410/
   83,20221002.0415/
   86,20221002.0420/
   86,20221002.0425/
   82,20221002.0430/
   82,20221002.0435/
   85,20221002.0440/
   82,20221002.0445/
   78,20221002.0450/
   80,20221002.0455/
   83,20221002.0500/
   81,20221002.0505/
   79,20221002.0510/
   78,20221002.0515/
   80,20221002.0520/
   78,20221002.0525/
   80,20221002.0530/
   78,20221002.0535/
   77,20221002.0540/
   74,20221002.0545/
   74,20221002.0550/
   75,20221002.0555/
   75,20221002.0600/
   71,20221002.0605/
   71,20221002.0610/
   71,20221002.0615/
   71,20221002.0620/
   68,20221002.0625/
   69,20221002.0630/
   66,20221002.0635/
   66,20221002.0640/
   68,20221002.0645/
   67,20221002.0650/
   67,20221002.0655/
   65,20221002.0700/
   64,20221002.0705/
   64,20221002.0710/
   65,20221002.0715/
   62,20221002.0720/
   61,20221002.0725/
   62,20221002.0730/
   63,20221002.0735/
   63,20221002.0740/
   62,20221002.0745/
   60,20221002.0750/
   62,20221002.0755/
   61,20221002.0800/
   58,20221002.0805/
   58,20221002.0810/
   59,20221002.0815/
   59,20221002.0820/
   58,20221002.0825/
   56,20221002.0830/
   56,20221002.0835/
   56,20221002.0840/
   55,20221002.0845/
   54,20221002.0850/
   53,20221002.0855/
   54,20221002.0900/
   54,20221002.0905/
   54,20221002.0910/
   53,20221002.0915/
   52,20221002.0920/
   53,20221002.0925/
   55,20221002.0930/
   52,20221002.0935/
   47,20221002.0940/
   47,20221002.0945/
   51,20221002.0950/
   52,20221002.0955/
   46,20221002.1000/
   43,20221002.1005/
   42,20221002.1010/
   46,20221002.1015/
   46,20221002.1020/
   45,20221002.1025/
   45,20221002.1030/
   46,20221002.1035/
   46,20221002.1040/
   44,20221002.1045/
   42,20221002.1050/
   43,20221002.1055/
   44,20221002.1100/
   44,20221002.1105/
   42,20221002.1110/
   44,20221002.1115/
   45,20221002.1120/
   49,20221002.1125/
   49,20221002.1130/
   44,20221002.1135/
   44,20221002.1140/
   49,20221002.1145/
   49,20221002.1150/
   47,20221002.1155/
   46,20221002.1200/
   46,20221002.1205/
   45,20221002.1210/
   46,20221002.1215/
   46,20221002.1220/
   45,20221002.1225/
   44,20221002.1230/
   44,20221002.1235/
   45,20221002.1240/
   42,20221002.1245/
   41,20221002.1250/
   42,20221002.1255/
   42,20221002.1300/
   42,20221002.1305/
   43,20221002.1310/
   42,20221002.1315/
   44,20221002.1320/
   39,20221002.1325/
   41,20221002.1330/
   44,20221002.1335/
   46,20221002.1340/
   43,20221002.1345/
   43,20221002.1350/
   48,20221002.1355/
   48,20221002.1400/
   47,20221002.1405/
   47,20221002.1410/
   51,20221002.1415/
   48,20221002.1420/
   47,20221002.1425/
   52,20221002.1430/
   55,20221002.1435/
   51,20221002.1440/
   51,20221002.1445/
   53,20221002.1450/
   53,20221002.1455/
   53,20221002.1500/
   54,20221002.1505/
   53,20221002.1510/
   52,20221002.1515/
   53,20221002.1520/
   54,20221002.1525/
   56,20221002.1530/
   53,20221002.1535/
   54,20221002.1540/
   57,20221002.1545/
   57,20221002.1550/
   54,20221002.1555/
   53,20221002.1600/
   56,20221002.1605/
   58,20221002.1610/
   57,20221002.1615/
   54,20221002.1620/
   55,20221002.1625/
   57,20221002.1630/
