#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: HLHIL01_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19970101 TO 19971231
#LOCATION: Hillarys
#Station Status:  Historical
#Lat: -31.825535  Long: 115.738578
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart Datum     which is   4.895   m below Benchmark   Hamersley   
#National Station ID:   NA
#Site Description: NA
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00063,19970101.0000/
00063,19970101.0015/
00061,19970101.0030/
00059,19970101.0045/
00058,19970101.0100/
00060,19970101.0115/
00056,19970101.0130/
00057,19970101.0145/
00059,19970101.0200/
00060,19970101.0215/
00059,19970101.0230/
00056,19970101.0245/
00053,19970101.0300/
00049,19970101.0315/
00048,19970101.0330/
00045,19970101.0345/
00046,19970101.0400/
00046,19970101.0415/
00044,19970101.0430/
00043,19970101.0445/
00044,19970101.0500/
00040,19970101.0515/
00041,19970101.0530/
00038,19970101.0545/
00037,19970101.0600/
00038,19970101.0615/
00037,19970101.0630/
00035,19970101.0645/
00036,19970101.0700/
00036,19970101.0715/
00035,19970101.0730/
00037,19970101.0745/
00038,19970101.0800/
00038,19970101.0815/
00040,19970101.0830/
00042,19970101.0845/
00043,19970101.0900/
00043,19970101.0915/
00044,19970101.0930/
00046,19970101.0945/
00048,19970101.1000/
00047,19970101.1015/
00047,19970101.1030/
00050,19970101.1045/
00051,19970101.1100/
00051,19970101.1115/
00053,19970101.1130/
00052,19970101.1145/
00052,19970101.1200/
00056,19970101.1215/
00056,19970101.1230/
00058,19970101.1245/
00057,19970101.1300/
00060,19970101.1315/
00061,19970101.1330/
00063,19970101.1345/
00063,19970101.1400/
00061,19970101.1415/
00062,19970101.1430/
00062,19970101.1445/
00063,19970101.1500/
00066,19970101.1515/
00066,19970101.1530/
00068,19970101.1545/
00070,19970101.1600/
00070,19970101.1615/
00071,19970101.1630/
00071,19970101.1645/
00070,19970101.1700/
00068,19970101.1715/
00071,19970101.1730/
00072,19970101.1745/
00071,19970101.1800/
00073,19970101.1815/
00074,19970101.1830/
00072,19970101.1845/
00072,19970101.1900/
00074,19970101.1915/
00074,19970101.1930/
00075,19970101.1945/
00075,19970101.2000/
00075,19970101.2015/
00074,19970101.2030/
00073,19970101.2045/
