#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: HLHIL01_01_1991
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19911130 TO 19911231
#LOCATION: Hillarys
#Station Status:  Historical
#Lat: -31.825535  Long: 115.738578
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart Datum     which is   4.895   m below Benchmark   Hamersley   
#National Station ID:   NA
#Site Description: NA
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00072,19911130.0000/
00070,19911130.0015/
00070,19911130.0030/
00070,19911130.0045/
00070,19911130.0100/
00067,19911130.0115/
00066,19911130.0130/
00065,19911130.0145/
00064,19911130.0200/
00069,19911130.0215/
00068,19911130.0230/
00068,19911130.0245/
00067,19911130.0300/
00068,19911130.0315/
00066,19911130.0330/
00066,19911130.0345/
00064,19911130.0400/
00063,19911130.0415/
00062,19911130.0430/
00063,19911130.0445/
00061,19911130.0500/
00063,19911130.0515/
00061,19911130.0530/
00063,19911130.0545/
00062,19911130.0600/
00063,19911130.0615/
00060,19911130.0630/
00059,19911130.0645/
00058,19911130.0700/
00060,19911130.0715/
00060,19911130.0730/
00057,19911130.0745/
00059,19911130.0800/
00057,19911130.0815/
00058,19911130.0830/
00056,19911130.0845/
00057,19911130.0900/
00058,19911130.0915/
00061,19911130.0930/
00062,19911130.0945/
00065,19911130.1000/
00067,19911130.1015/
00064,19911130.1030/
00061,19911130.1045/
00057,19911130.1100/
00056,19911130.1115/
00058,19911130.1130/
00059,19911130.1145/
00062,19911130.1200/
00064,19911130.1215/
00062,19911130.1230/
00066,19911130.1245/
00066,19911130.1300/
00065,19911130.1315/
00065,19911130.1330/
00066,19911130.1345/
00066,19911130.1400/
00069,19911130.1415/
00070,19911130.1430/
00069,19911130.1445/
00070,19911130.1500/
00069,19911130.1515/
00074,19911130.1530/
00075,19911130.1545/
00078,19911130.1600/
00080,19911130.1615/
00082,19911130.1630/
00081,19911130.1645/
00080,19911130.1700/
00080,19911130.1715/
00081,19911130.1730/
00082,19911130.1745/
00084,19911130.1800/
00085,19911130.1815/
00087,19911130.1830/
00087,19911130.1845/
00085,19911130.1900/
00086,19911130.1915/
00084,19911130.1930/
00083,19911130.1945/
00082,19911130.2000/
00082,19911130.2015/
00083,19911130.2030/
00083,19911130.2045/
00082,19911130.2100/
00081,19911130.2115/
00077,19911130.2130/
00074,19911130.2145/
00072,19911130.2200/
00073,19911130.2215/
00073,19911130.2230/
00070,19911130.2245/
00071,19911130.2300/
00071,19911130.2315/
00069,19911130.2330/
00065,19911130.2345/
00063,19911201.0000/
00061,19911201.0015/
00059,19911201.0030/
00058,19911201.0045/
00059,19911201.0100/
00059,19911201.0115/
00058,19911201.0130/
00057,19911201.0145/
00057,19911201.0200/
00053,19911201.0215/
00052,19911201.0230/
00053,19911201.0245/
00052,19911201.0300/
00053,19911201.0315/
00052,19911201.0330/
00049,19911201.0345/
00050,19911201.0400/
00050,19911201.0415/
00048,19911201.0430/
00051,19911201.0445/
00052,19911201.0500/
00048,19911201.0515/
00051,19911201.0530/
00049,19911201.0545/
00050,19911201.0600/
00051,19911201.0615/
00052,19911201.0630/
00053,19911201.0645/
00053,19911201.0700/
00054,19911201.0715/
00052,19911201.0730/
00054,19911201.0745/
00052,19911201.0800/
00051,19911201.0815/
00051,19911201.0830/
00054,19911201.0845/
00052,19911201.0900/
00055,19911201.0915/
00054,19911201.0930/
00055,19911201.0945/
00055,19911201.1000/
00055,19911201.1015/
00055,19911201.1030/
00057,19911201.1045/
00057,19911201.1100/
00059,19911201.1115/
00060,19911201.1130/
00059,19911201.1145/
00061,19911201.1200/
00062,19911201.1215/
00060,19911201.1230/
00061,19911201.1245/
00061,19911201.1300/
00063,19911201.1315/
00064,19911201.1330/
00064,19911201.1345/
00066,19911201.1400/
00067,19911201.1415/
