#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_05_2004a
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20040101 TO 20041231
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Current
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00059,20040101.0000/
00059,20040101.0005/
00058,20040101.0010/
00057,20040101.0015/
00058,20040101.0020/
00058,20040101.0025/
00057,20040101.0030/
00056,20040101.0035/
00056,20040101.0040/
00055,20040101.0045/
00055,20040101.0050/
00055,20040101.0055/
00055,20040101.0100/
00054,20040101.0105/
00054,20040101.0110/
00053,20040101.0115/
00052,20040101.0120/
00051,20040101.0125/
00051,20040101.0130/
00052,20040101.0135/
00051,20040101.0140/
00051,20040101.0145/
00051,20040101.0150/
00051,20040101.0155/
00050,20040101.0200/
00049,20040101.0205/
00048,20040101.0210/
00048,20040101.0215/
00049,20040101.0220/
00049,20040101.0225/
00049,20040101.0230/
00048,20040101.0235/
00049,20040101.0240/
00049,20040101.0245/
00048,20040101.0250/
00047,20040101.0255/
00047,20040101.0300/
00048,20040101.0305/
00047,20040101.0310/
00046,20040101.0315/
00046,20040101.0320/
00047,20040101.0325/
00046,20040101.0330/
00045,20040101.0335/
00045,20040101.0340/
00045,20040101.0345/
00045,20040101.0350/
00044,20040101.0355/
00044,20040101.0400/
00044,20040101.0405/
00044,20040101.0410/
00043,20040101.0415/
00043,20040101.0420/
00043,20040101.0425/
00042,20040101.0430/
00041,20040101.0435/
00041,20040101.0440/
00042,20040101.0445/
00041,20040101.0450/
00040,20040101.0455/
00041,20040101.0500/
00043,20040101.0505/
00043,20040101.0510/
00042,20040101.0515/
00042,20040101.0520/
00042,20040101.0525/
00042,20040101.0530/
00042,20040101.0535/
00041,20040101.0540/
00040,20040101.0545/
00039,20040101.0550/
00039,20040101.0555/
00040,20040101.0600/
00039,20040101.0605/
00039,20040101.0610/
00040,20040101.0615/
00041,20040101.0620/
00041,20040101.0625/
00040,20040101.0630/
00040,20040101.0635/
00040,20040101.0640/
00041,20040101.0645/
00040,20040101.0650/
00040,20040101.0655/
00040,20040101.0700/
00040,20040101.0705/
00040,20040101.0710/
00040,20040101.0715/
00040,20040101.0720/
00040,20040101.0725/
00039,20040101.0730/
00039,20040101.0735/
00041,20040101.0740/
00041,20040101.0745/
00040,20040101.0750/
00040,20040101.0755/
00042,20040101.0800/
00042,20040101.0805/
00041,20040101.0810/
00041,20040101.0815/
00042,20040101.0820/
00042,20040101.0825/
00042,20040101.0830/
00042,20040101.0835/
00043,20040101.0840/
00042,20040101.0845/
00042,20040101.0850/
00042,20040101.0855/
00043,20040101.0900/
00043,20040101.0905/
00043,20040101.0910/
00044,20040101.0915/
00046,20040101.0920/
00046,20040101.0925/
00046,20040101.0930/
00046,20040101.0935/
00047,20040101.0940/
00048,20040101.0945/
00048,20040101.0950/
00049,20040101.0955/
00051,20040101.1000/
00051,20040101.1005/
00051,20040101.1010/
00052,20040101.1015/
00053,20040101.1020/
00053,20040101.1025/
00052,20040101.1030/
00052,20040101.1035/
00054,20040101.1040/
00054,20040101.1045/
00054,20040101.1050/
00054,20040101.1055/
00054,20040101.1100/
00053,20040101.1105/
00053,20040101.1110/
00053,20040101.1115/
00053,20040101.1120/
00053,20040101.1125/
00053,20040101.1130/
00054,20040101.1135/
00054,20040101.1140/
00054,20040101.1145/
00054,20040101.1150/
00055,20040101.1155/
00055,20040101.1200/
00057,20040101.1205/
00057,20040101.1210/
00057,20040101.1215/
00057,20040101.1220/
00058,20040101.1225/
00059,20040101.1230/
00058,20040101.1235/
00058,20040101.1240/
00060,20040101.1245/
00061,20040101.1250/
00061,20040101.1255/
00061,20040101.1300/
00062,20040101.1305/
00061,20040101.1310/
00061,20040101.1315/
00062,20040101.1320/
00062,20040101.1325/
00062,20040101.1330/
00061,20040101.1335/
00062,20040101.1340/
00063,20040101.1345/
00063,20040101.1350/
00063,20040101.1355/
00065,20040101.1400/
00065,20040101.1405/
00065,20040101.1410/
00066,20040101.1415/
00066,20040101.1420/
00065,20040101.1425/
00065,20040101.1430/
00066,20040101.1435/
00066,20040101.1440/
00066,20040101.1445/
00066,20040101.1450/
00067,20040101.1455/
00068,20040101.1500/
00067,20040101.1505/
00067,20040101.1510/
00068,20040101.1515/
00069,20040101.1520/
00069,20040101.1525/
00069,20040101.1530/
00070,20040101.1535/
00070,20040101.1540/
00071,20040101.1545/
00072,20040101.1550/
00072,20040101.1555/
00072,20040101.1600/
00073,20040101.1605/
00075,20040101.1610/
00075,20040101.1615/
00075,20040101.1620/
00076,20040101.1625/
00076,20040101.1630/
00076,20040101.1635/
00076,20040101.1640/
00077,20040101.1645/
00077,20040101.1650/
00078,20040101.1655/
00077,20040101.1700/
00077,20040101.1705/
00078,20040101.1710/
00078,20040101.1715/
00078,20040101.1720/
00078,20040101.1725/
00078,20040101.1730/
00079,20040101.1735/
00079,20040101.1740/
00079,20040101.1745/
00078,20040101.1750/
00078,20040101.1755/
00079,20040101.1800/
00079,20040101.1805/
00079,20040101.1810/
00079,20040101.1815/
00079,20040101.1820/
00080,20040101.1825/
00080,20040101.1830/
00080,20040101.1835/
00080,20040101.1840/
00080,20040101.1845/
00079,20040101.1850/
00079,20040101.1855/
00078,20040101.1900/
00078,20040101.1905/
00078,20040101.1910/
00078,20040101.1915/
00077,20040101.1920/
00077,20040101.1925/
00077,20040101.1930/
00077,20040101.1935/
00077,20040101.1940/
00076,20040101.1945/
00076,20040101.1950/
00076,20040101.1955/
00077,20040101.2000/
00076,20040101.2005/
00075,20040101.2010/
00076,20040101.2015/
00076,20040101.2020/
00075,20040101.2025/
00075,20040101.2030/
00075,20040101.2035/
00076,20040101.2040/
00075,20040101.2045/
00073,20040101.2050/
00073,20040101.2055/
00072,20040101.2100/
00071,20040101.2105/
00070,20040101.2110/
00069,20040101.2115/
00068,20040101.2120/
00068,20040101.2125/
00067,20040101.2130/
00067,20040101.2135/
00065,20040101.2140/
00063,20040101.2145/
00063,20040101.2150/
00063,20040101.2155/
00062,20040101.2200/
00062,20040101.2205/
00062,20040101.2210/
00062,20040101.2215/
00062,20040101.2220/
00062,20040101.2225/
00062,20040101.2230/
00061,20040101.2235/
00062,20040101.2240/
00062,20040101.2245/
00062,20040101.2250/
00061,20040101.2255/
00061,20040101.2300/
00062,20040101.2305/
00061,20040101.2310/
00060,20040101.2315/
00060,20040101.2320/
00061,20040101.2325/
