Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142977_Secchi_depth_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.256500246
Long,115.740863764
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142977
Site Description,6142977
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00140
Data Classification,WQ Grab
Sampling Rate (min),43600.5556
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Secchi depth (m),Decimal
QC,String
