Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6141432_Nitrate_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.274499976
Long,115.702500010
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6141432
Site Description,6141432
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00026
Data Classification,WQ Grab
Sampling Rate (min),20165.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Nitrate (mg/L),Decimal
QC,String
