Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142971_Bottom_Depth_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.152366474
Long,115.720157614
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142971
Site Description,6142971
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00179
Data Classification,WQ Grab
Sampling Rate (min),39735.6000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Bottom Depth (m)
QC,String
