Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142976_Filterable_Reactive_Phosphate_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.238933730
Long,115.751411901
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142976
Site Description,6142976
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00027
Data Classification,WQ Grab
Sampling Rate (min),46165.3529
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Filterable Reactive Phosphate (mg/L)
QC,String
