Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142975_Oxygen_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.209850521
Long,115.759565504
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142975
Site Description,6142975
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00023
Data Classification,WQ Grab
Sampling Rate (min),491.6870
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Oxygen (mg/L)
QC,String
