Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142980_Chlorophyll_c_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.229518181
Long,115.697969306
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142980
Site Description,6142980
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00132
Data Classification,WQ Grab
Sampling Rate (min),47260.8750
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Chlorophyll-c (µg/L)
QC,String
