Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CSMWQ
Data File Name,6142974_Conductivity_DATA.csv
Location,data-warehouse/csv/dwer/csmwq
Station Status,Active
Lat,-32.197565326
Long,115.719832875
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142974
Site Description,6142974
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00134
Data Classification,WQ Grab
Sampling Rate (min),333.3500
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Conductivity (\muS/cm)
QC,String
