Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163132_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.026048697
Long,115.937827906
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163132
Site Description,6163132
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00130
Data Classification,WQ Grab
Sampling Rate (min),42695.0842
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
