Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6164609_Cloud_Cover_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.027517496
Long,115.913222362
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6164609
Site Description,6164609
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00133
Data Classification,WQ Grab
Sampling Rate (min), NaN
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Cloud Cover (%),Decimal
QC,String
