Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163126_Chlorophyll_sample_volume_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.029755828
Long,115.944244796
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163126
Site Description,6163126
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00178
Data Classification,WQ Grab
Sampling Rate (min),3280.4333
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Chlorophyll sample volume (mL)
QC,String
