Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163105_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.022599878
Long,115.926699910
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163105
Site Description,6163105
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),10279.6071
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
