Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6161836_Total_Alkalinity_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.029699883
Long,115.942099978
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161836
Site Description,6161836
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00139
Data Classification,WQ Grab
Sampling Rate (min),171348.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Total Alkalinity (mg/L)
QC,String
