Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6161838_Total_Alkalinity_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.030813081
Long,115.872233129
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161838
Site Description,6161838
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00139
Data Classification,WQ Grab
Sampling Rate (min),171405.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Total Alkalinity (mg/L),Decimal
QC,String
