Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163179_Dissolved_Organic_Nitrogen_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.016779973
Long,115.853516033
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163179
Site Description,6163179
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),10156.8777
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Dissolved Organic Nitrogen (mg/L),Decimal
QC,String
