Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6162995_Phaeophytin_a_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.022513483
Long,115.915642743
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6162995
Site Description,6162995
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00138
Data Classification,WQ Grab
Sampling Rate (min),7882.9436
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Phaeophytin a (mg/L)
QC,String
