Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6165318_Conductivity_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.017219367
Long,115.853224684
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6165318
Site Description,6165318
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),925.1460
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Conductivity (\muS/cm),Decimal
QC,String
