Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163124_Salinity_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.022887882
Long,115.933131172
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163124
Site Description,6163124
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00006
Data Classification,WQ Grab
Sampling Rate (min),2464.9313
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Salinity (psu),Decimal
QC,String
