Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6161836_Chlorophyll_c_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.029699883
Long,115.942099978
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161836
Site Description,6161836
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00132
Data Classification,WQ Grab
Sampling Rate (min),13621.2910
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Chlorophyll-c (µg/L)
QC,String
