Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6162995_Wind_Direction_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Active
Lat,-32.022513483
Long,115.915642743
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6162995
Site Description,6162995
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00129
Data Classification,WQ Grab
Sampling Rate (min),19814.4341
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Direction (ø),Decimal
QC,String
