Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,CANEST
Data File Name,6163179_Dissolved_Organic_Carbon_DATA.csv
Location,data-warehouse/csv/dwer/canest
Station Status,Inactive
Lat,-32.016779973
Long,115.853516033
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163179
Site Description,6163179
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00029
Data Classification,WQ Grab
Sampling Rate (min),20159.7576
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Dissolved Organic Carbon (mg/L)
QC,String
