Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Department of Water and Environmental Regulation,Estuary,6161869,6161869,DWER-SWANEST,-6.2923,-31.994892,115.835349,DWER: 6161869
Department of Water and Environmental Regulation,Estuary,6161870,6161870,DWER-SWANEST,1.0000,-31.951372,115.9134,DWER: 6161870
Department of Water and Environmental Regulation,Estuary,6161878,6161878,DWER-SWANEST,1.0000,-31.921404,115.940132,DWER: 6161878
Department of Water and Environmental Regulation,Estuary,6161879,6161879,DWER-SWANEST,2.0000,-31.89844,115.95925,DWER: 6161879
Department of Water and Environmental Regulation,Estuary,6161892,6161892,DWER-CANEST,6.0000,-32.019964,115.927744,DWER: 6161892
Department of Water and Environmental Regulation,Estuary,6162045,6162045,DWER-SWANEST,2.0000,-31.904373,115.963213,DWER: 6162045
Department of Water and Environmental Regulation,Estuary,6162300,6162300,DWER-SWANEST,2.0000,-31.900481,115.961691,DWER: 6162300
Department of Water and Environmental Regulation,Estuary,6162994,6162994,DWER-CANEST,7.0000,-32.021468,115.921002,DWER: 6162994
Department of Water and Environmental Regulation,Estuary,6162995,6162995,DWER-CANEST,6.0000,-32.022513,115.915643,DWER: 6162995
Department of Water and Environmental Regulation,Estuary,6163105,6163105,DWER-CANEST,6.0000,-32.0226,115.9267,DWER: 6163105
Department of Water and Environmental Regulation,Estuary,6163119,6163119,DWER-CANEST,8.0000,-32.0339,115.949901,DWER: 6163119
Department of Water and Environmental Regulation,Estuary,6163124,6163124,DWER-CANEST,7.0000,-32.022888,115.933131,DWER: 6163124
Department of Water and Environmental Regulation,Estuary,6163126,6163126,DWER-CANEST,7.0000,-32.029756,115.944245,DWER: 6163126
Department of Water and Environmental Regulation,Estuary,6163132,6163132,DWER-CANEST,8.0000,-32.026049,115.937828,DWER: 6163132
Department of Water and Environmental Regulation,Estuary,6163179,6163179,DWER-CANEST,0.0000,-32.01678,115.853516,DWER: 6163179
Department of Water and Environmental Regulation,Estuary,6163346,6163346,DWER-CANEST,6.0000,-32.022423,115.915559,DWER: 6163346
Department of Water and Environmental Regulation,Estuary,6163485,6163485,DWER-SWANEST,2.0000,-31.922684,115.950949,DWER: 6163485
Department of Water and Environmental Regulation,Estuary,6163500,6163500,DWER-SWANEST,5.0000,-31.8563,115.9956,DWER: 6163500
Department of Water and Environmental Regulation,Estuary,6163833,6163833,DWER-SWANEST,4.0000,-31.8614,116.0027,DWER: 6163833
Department of Water and Environmental Regulation,Estuary,6163857,6163857,DWER-SWANEST,3.0000,-31.883876,115.991249,DWER: 6163857
Department of Water and Environmental Regulation,Estuary,6163932,6163932,DWER-SWANEST,3.0000,-31.8811,115.9913,DWER: 6163932
Department of Water and Environmental Regulation,Estuary,6164323,6164323,DWER-SWANEST,1.0000,-31.920072,115.941618,DWER: 6164323
Department of Water and Environmental Regulation,Estuary,6164609,6164609,DWER-CANEST,5.0000,-32.027517,115.913222,DWER: 6164609
Department of Water and Environmental Regulation,Estuary,6165318,6165318,DWER-CANEST,1.0000,-32.017219,115.853225,DWER: 6165318
Department of Water and Environmental Regulation,Estuary,6167114,6167114,DWER-SWANEST,3.0000,-31.894387,115.971332,DWER: 6167114
Department of Water and Environmental Regulation,Estuary,6167160,6167160,DWER-SWANEST,-5.6441,-31.998889,115.84425,DWER: 6167160
Department of Water and Environmental Regulation,Estuary,6167188,6167188,DWER-CANEST,4.0000,-32.022782,115.901366,DWER: 6167188
Bureau of Meteorology,Weather,9021,PERTH AIRPORT,BOM-IDY,11.0000,-31.9275,115.9764,BOM: 9021
Bureau of Meteorology,Weather,9053,PEARCE RAAF,BOM-IDY,42.0000,-31.6669,116.0189,BOM: 9053
Bureau of Meteorology,Weather,9091,INNER DOLPHIN PYLON,BOM-IDY,-5.0454,-31.9889,115.8311,BOM: 9091
Bureau of Meteorology,Weather,9172,JANDAKOT AERO,BOM-IDY,28.0000,-32.1011,115.8794,BOM: 9172
Bureau of Meteorology,Weather,9178,GINGIN AERO,BOM-IDY,79.0000,-31.4628,115.8642,BOM: 9178
Bureau of Meteorology,Weather,9193,ROTTNEST ISLAND,BOM-IDY,41.0000,-32.0069,115.5022,BOM: 9193
Bureau of Meteorology,Weather,9214,OCEAN REEF,BOM-IDY,4.0000,-31.7594,115.7278,BOM: 9214
Bureau of Meteorology,Weather,9215,SWANBOURNE,BOM-IDY,24.0000,-31.956,115.7619,BOM: 9215
Bureau of Meteorology,Weather,9225,PERTH METRO,BOM-IDY,37.0000,-31.9192,115.8728,BOM: 9225
Bureau of Meteorology,Weather,9240,BICKLEY,BOM-IDY,72.0000,-32.0072,116.1369,BOM: 9240
Bureau of Meteorology,Weather,9254,ARMAMENT JETTY,BOM-IDY,-12.4501,-32.1758,115.6808,BOM: 9254
Bureau of Meteorology,Weather,9255,COLPOYS POINT,BOM-IDY,-0.7422,-32.2272,115.6994,BOM: 9255
Bureau of Meteorology,Weather,9256,GARDEN ISLAND HSF,BOM-IDY,0.0000,-32.2433,115.6839,BOM: 9256
Bureau of Meteorology,Weather,9265,HILLARYS BOAT HARBOUR NTC AWS,BOM-IDY,-2.1545,-31.8256,115.7386,BOM: 9265
Bureau of Meteorology,Weather,9281,MILLENDON (SWAN VALLEY),BOM-IDY,15.0000,-31.8112,116.0227,BOM: 9281
Western Australian Marine Science Institution,WAMSI Westport Marine Science Program,CCL,Cockburn Cement,WWMSP5.1-MET,-1.3709,-32.132847,115.746858,WAMSI: CCL
