Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Fremantle Port Authority,MQMP,BR1,BR1,FPA-MQMP,-11.6952,-32.0195599,115.7834743,FPA: BR1
Fremantle Port Authority,MQMP,FP1,FP1,FPA-MQMP,-9.1064,-32.0574824,115.7253161,FPA: FP1
Fremantle Port Authority,MQMP,FP3,FP3,FPA-MQMP,-5.4590,-32.0546386,115.7367555,FPA: FP3
Fremantle Port Authority,MQMP,FP4.1,FP4.1,FPA-MQMP,-9.6100,-32.049421,115.7452335,FPA: FP4.1
Fremantle Port Authority,MQMP,FP5,FP5,FPA-MQMP,2.0000,-32.0408598,115.7481017,FPA: FP5
Fremantle Port Authority,MQMP,FP6,FP6,FPA-MQMP,0.0000,-32.0499246,115.740292,FPA: FP6
Fremantle Port Authority,MQMP,FP7,FP7,FPA-MQMP,-9.1361,-32.0420042,115.7524677,FPA: FP7
Fremantle Port Authority,MQMP,KBJ1,KBJ1,FPA-MQMP,-10.6722,-32.2390133,115.7560601,FPA: KBJ1
Fremantle Port Authority,MQMP,KBJ3,KBJ3,FPA-MQMP,-13.2403,-32.243459,115.7544785,FPA: KBJ3
Fremantle Port Authority,MQMP,KBT1,KBT1,FPA-MQMP,-11.1744,-32.2085958,115.7646391,FPA: KBT1
Fremantle Port Authority,MQMP,KBT2,KBT2,FPA-MQMP,-11.3169,-32.21066,115.7604122,FPA: KBT2
Fremantle Port Authority,MQMP,PB1,PB1,FPA-MQMP,-13.8496,-32.1236013,115.7021541,FPA: PB1
Fremantle Port Authority,MQMP,RH1,RH1,FPA-MQMP,-7.3886,-32.0513613,115.7308832,FPA: RH1
Fremantle Port Authority,MQMP,RH2,RH2,FPA-MQMP,-5.7470,-32.0488936,115.7330189,FPA: RH2
Fremantle Port Authority,MQMP,SB1,SB1,FPA-MQMP,-15.3345,-32.0829759,115.6929513,FPA: SB1
