Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Fremantle Port Authorityn,Marine Quality Monitoring Program,FP9,FP9,FPA-MQMP,1.0000,-32.0436055,115.7453998,FPA: FP9
Fremantle Port Authorityn,Marine Quality Monitoring Program,GR1,GR1,FPA-MQMP,-17.1757,-32.0235807,115.7198707,FPA: GR1
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBJ1,KBJ1,FPA-MQMP,-10.6722,-32.2390133,115.7560601,FPA: KBJ1
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBJ2,KBJ2,FPA-MQMP,-13.2048,-32.2410672,115.7549072,FPA: KBJ2
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBJ3,KBJ3,FPA-MQMP,-13.2403,-32.243459,115.7544785,FPA: KBJ3
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBT1,KBT1,FPA-MQMP,-11.1744,-32.2085958,115.7646391,FPA: KBT1
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBT2,KBT2,FPA-MQMP,-11.3169,-32.21066,115.7604122,FPA: KBT2
Fremantle Port Authorityn,Marine Quality Monitoring Program,KBT3,KBT3,FPA-MQMP,-10.9188,-32.2109817,115.7622825,FPA: KBT3
Fremantle Port Authorityn,Marine Quality Monitoring Program,PB1,PB1,FPA-MQMP,-13.8496,-32.1236013,115.7021541,FPA: PB1
Fremantle Port Authorityn,Marine Quality Monitoring Program,PB2,PB2,FPA-MQMP,-11.3189,-32.1313039,115.7039492,FPA: PB2
Fremantle Port Authorityn,Marine Quality Monitoring Program,RH1,RH1,FPA-MQMP,-7.3886,-32.0513613,115.7308832,FPA: RH1
Fremantle Port Authorityn,Marine Quality Monitoring Program,RH2,RH2,FPA-MQMP,-5.7470,-32.0488936,115.7330189,FPA: RH2
Fremantle Port Authorityn,Marine Quality Monitoring Program,RH3,RH3,FPA-MQMP,-7.6424,-32.0396559,115.7361151,FPA: RH3
Fremantle Port Authorityn,Marine Quality Monitoring Program,SB1,SB1,FPA-MQMP,-15.3345,-32.0829759,115.6929513,FPA: SB1
Fremantle Port Authorityn,Marine Quality Monitoring Program,SB2,SB2,FPA-MQMP,-13.4347,-32.0952884,115.6956044,FPA: SB2
