Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Fremantle Port Authority,MQMP,BR1,BR1,FPA-MQMP,-11.6952,-32.0195599,115.7834743,FPA: BR1
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CB,Challenger Beach bank,CSMC-WQ,-10.2600,-32.182802691,115.739089661,CSMC: CB
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS10,Changed position from 2004/05 now CS1ON,CSMC-WQ,-17.6492,-32.256500246,115.740863764,CSMC: CS10
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS10N,Bulk Grain Terminal (CBH)(replaced CS10),CSMC-WQ,-12.0181,-32.255330528,115.742971151,CSMC: CS10N
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS10S,Bulk Grain Terminal (CBH)(replaced CS10),CSMC-WQ,-12.0181,-32.255330528,115.742971151,CSMC: CS10S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS11,Mangles Bay deep water basin,CSMC-WQ,-18.1561,-32.262401413,115.71417802,CSMC: CS11
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS11S,Mangles Bay deep water basin,CSMC-WQ,-18.1561,-32.262401413,115.71417802,CSMC: CS11S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS12,Calista Channel WC Desalination Plant,CSMC-WQ,-10.4978,-32.197797559,115.76587156,CSMC: CS12
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS13,Cockburn Sound southern deep water,CSMC-WQ,-19.1526,-32.250808956,115.728321217,CSMC: CS13
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS4,Cockburn Sound northern end deep,CSMC-WQ,-21.3088,-32.154551146,115.693840605,CSMC: CS4
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS5,Cockburn Sound northern end deep,CSMC-WQ,-19.3144,-32.152366474,115.720157614,CSMC: CS5
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS5S,Cockburn Sound northern end deep,CSMC-WQ,-19.3144,-32.152366474,115.720157614,CSMC: CS5S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS6,Changed position from 1997/98 now CS6A,CSMC-WQ,-10.8501,-32.146479719,115.756724048,CSMC: CS6
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS6A,Outside Northern Harbour,CSMC-WQ,-10.8501,-32.146479719,115.756724048,CSMC: CS6A
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS6S,Outside Northern Harbour,CSMC-WQ,-10.8501,-32.146479719,115.756724048,CSMC: CS6S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS7,Jervoise Channel south of Southern Harbour,CSMC-WQ,-11.1732,-32.170702535,115.762482702,CSMC: CS7
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS7S,Jervoise Channel south of Southern Harbour,CSMC-WQ,-11.1732,-32.170702535,115.762482702,CSMC: CS7S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS8,Cockburn Sound central basin,CSMC-WQ,-20.3222,-32.197565326,115.719832875,CSMC: CS8
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS8S,Cockburn Sound central basin,CSMC-WQ,-20.3222,-32.197565326,115.719832875,CSMC: CS8S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS9,Kwinana Bulk Terminal (KBB2),CSMC-WQ,-12.4997,-32.209850521,115.759565504,CSMC: CS9
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS9A,Kwinana Bulk Jetty (KBJ),CSMC-WQ,-16.8257,-32.23893373,115.751411901,CSMC: CS9A
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CS9S,Kwinana Bulk Terminal (KBB2),CSMC-WQ,-12.4997,-32.209850521,115.759565504,CSMC: CS9S
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CSNC,Unknown Sites,CSMC-WQ,-18.1561,-32.262401413,115.71417802,CSMC: CSNC
Cockburn Sound Management Council,Cockburn Sound Marine Water Quality Monitoring,CSSC,Unknown Sites,CSMC-WQ,-18.1561,-32.262401413,115.71417802,CSMC: CSSC
Fremantle Port Authority,MQMP,DW1,DW1,FPA-MQMP,-16.1375,-32.0008087,115.6944252,FPA: DW1
Fremantle Port Authority,MQMP,DW2,DW2,FPA-MQMP,-17.5568,-31.9798619,115.6917342,FPA: DW2
