#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_02_1986
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19861119 TO 19861231
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Updated
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
-9999,19861119.0600/
-9999,19861119.0615/
-9999,19861119.0630/
-9999,19861119.0645/
-9999,19861119.0700/
-9999,19861119.0715/
-9999,19861119.0730/
-9999,19861119.0745/
-9999,19861119.0800/
00027,19861119.0815/
00028,19861119.0830/
00029,19861119.0845/
00027,19861119.0900/
00030,19861119.0915/
00032,19861119.0930/
00033,19861119.0945/
00033,19861119.1000/
00035,19861119.1015/
00037,19861119.1030/
00038,19861119.1045/
00037,19861119.1100/
00038,19861119.1115/
00038,19861119.1130/
00038,19861119.1145/
00038,19861119.1200/
00039,19861119.1215/
00039,19861119.1230/
00042,19861119.1245/
00042,19861119.1300/
00041,19861119.1315/
00045,19861119.1330/
00046,19861119.1345/
00046,19861119.1400/
00043,19861119.1415/
00045,19861119.1430/
00047,19861119.1445/
00047,19861119.1500/
00047,19861119.1515/
00050,19861119.1530/
00052,19861119.1545/
00054,19861119.1600/
00058,19861119.1615/
00059,19861119.1630/
00060,19861119.1645/
00066,19861119.1700/
00066,19861119.1715/
00067,19861119.1730/
00070,19861119.1745/
00072,19861119.1800/
00077,19861119.1815/
00079,19861119.1830/
00080,19861119.1845/
00086,19861119.1900/
00089,19861119.1915/
00093,19861119.1930/
00091,19861119.1945/
00091,19861119.2000/
00093,19861119.2015/
00090,19861119.2030/
00094,19861119.2045/
00097,19861119.2100/
00098,19861119.2115/
00095,19861119.2130/
00097,19861119.2145/
00098,19861119.2200/
00101,19861119.2215/
00102,19861119.2230/
00100,19861119.2245/
00097,19861119.2300/
00095,19861119.2315/
00094,19861119.2330/
00094,19861119.2345/
00090,19861120.0000/
00092,19861120.0015/
00090,19861120.0030/
00086,19861120.0045/
00086,19861120.0100/
00084,19861120.0115/
00078,19861120.0130/
00076,19861120.0145/
00074,19861120.0200/
00070,19861120.0215/
00070,19861120.0230/
00065,19861120.0245/
00060,19861120.0300/
00056,19861120.0315/
00054,19861120.0330/
00054,19861120.0345/
00050,19861120.0400/
00047,19861120.0415/
00047,19861120.0430/
00047,19861120.0445/
00046,19861120.0500/
00047,19861120.0515/
00045,19861120.0530/
00043,19861120.0545/
00042,19861120.0600/
00040,19861120.0615/
00041,19861120.0630/
00041,19861120.0645/
00041,19861120.0700/
00040,19861120.0715/
00042,19861120.0730/
00041,19861120.0745/
00040,19861120.0800/
00039,19861120.0815/
00038,19861120.0830/
00038,19861120.0845/
00037,19861120.0900/
