Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616011_Min_Discharge_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Active
Lat,-31.750532184
Long,116.068524205
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616011
Site Description,616011
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00144
Data Classification,WQ Grab
Sampling Rate (min),1440.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Min Discharge (m/s),Decimal
QC,String
