Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616087_Mean_Stage_Height_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Inactive
Lat,-31.948282966
Long,115.919319382
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616087
Site Description,616087
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00150
Data Classification,WQ Grab
Sampling Rate (min),1440.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Mean Stage Height (m),Decimal
QC,String
