Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616076_Max_Discharge_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Inactive
Lat,-31.781684750
Long,116.022903610
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616076
Site Description,616076
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1440.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Max Discharge (m/s),Decimal
QC,String
