Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616088_Max_Stage_Height_CTF_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Active
Lat,-31.862700965
Long,116.013984561
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616088
Site Description,616088
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00146
Data Classification,WQ Grab
Sampling Rate (min),1442.5539
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Max Stage Height CTF (m)
QC,String
