Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616084_Max_Stage_Height_CTF_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Active
Lat,-31.877702540
Long,115.959525641
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616084
Site Description,616084
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00146
Data Classification,WQ Grab
Sampling Rate (min),1441.0994
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Max Stage Height CTF (m)
QC,String
