Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANCATCH
Data File Name,616092_Min_Stage_Height_CTF_DATA.csv
Location,data-warehouse/csv/dwer/swancatch
Station Status,Active
Lat,-32.078355233
Long,115.978799149
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616092
Site Description,616092
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00148
Data Classification,WQ Grab
Sampling Rate (min),1440.0000
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Min Stage Height CTF (m)
QC,String
