#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: RKMGL01_02_2005
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20050101 TO 20051231
#LOCATION: Mangles Bay
#Station Status:  Historical
#Lat: -32.274444  Long: 115.703333
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart datum     which is   2.527   m below Benchmark   DMH 073   
#National Station ID:   NA
#Site Description: Located on a Historical (Temporary) platform within  the mooring area. Roughly 50 metres off shore and in line with the yacht club fence. Accessible by boat.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00090,20050101.0000/
00090,20050101.0005/
00088,20050101.0010/
00091,20050101.0015/
00092,20050101.0020/
00089,20050101.0025/
00090,20050101.0030/
00090,20050101.0035/
00091,20050101.0040/
00090,20050101.0045/
00090,20050101.0050/
00090,20050101.0055/
00090,20050101.0100/
00088,20050101.0105/
00088,20050101.0110/
00087,20050101.0115/
00085,20050101.0120/
00083,20050101.0125/
00083,20050101.0130/
00083,20050101.0135/
00083,20050101.0140/
00081,20050101.0145/
00080,20050101.0150/
00077,20050101.0155/
00077,20050101.0200/
00078,20050101.0205/
00078,20050101.0210/
00076,20050101.0215/
00075,20050101.0220/
00076,20050101.0225/
00075,20050101.0230/
00074,20050101.0235/
00074,20050101.0240/
00074,20050101.0245/
00076,20050101.0250/
00077,20050101.0255/
00077,20050101.0300/
00076,20050101.0305/
00075,20050101.0310/
00074,20050101.0315/
00073,20050101.0320/
00073,20050101.0325/
00071,20050101.0330/
00069,20050101.0335/
00069,20050101.0340/
00069,20050101.0345/
00067,20050101.0350/
00066,20050101.0355/
00065,20050101.0400/
00064,20050101.0405/
00064,20050101.0410/
00062,20050101.0415/
00060,20050101.0420/
00060,20050101.0425/
00060,20050101.0430/
00060,20050101.0435/
00057,20050101.0440/
00054,20050101.0445/
00053,20050101.0450/
00052,20050101.0455/
00052,20050101.0500/
00051,20050101.0505/
00050,20050101.0510/
00051,20050101.0515/
00050,20050101.0520/
00051,20050101.0525/
00052,20050101.0530/
00055,20050101.0535/
00055,20050101.0540/
00055,20050101.0545/
00054,20050101.0550/
00052,20050101.0555/
00052,20050101.0600/
00053,20050101.0605/
00054,20050101.0610/
00055,20050101.0615/
00055,20050101.0620/
00054,20050101.0625/
00052,20050101.0630/
00049,20050101.0635/
00048,20050101.0640/
00048,20050101.0645/
00050,20050101.0650/
00050,20050101.0655/
00048,20050101.0700/
00048,20050101.0705/
00048,20050101.0710/
00047,20050101.0715/
00046,20050101.0720/
00047,20050101.0725/
00046,20050101.0730/
00046,20050101.0735/
00048,20050101.0740/
00048,20050101.0745/
00048,20050101.0750/
00048,20050101.0755/
00049,20050101.0800/
00049,20050101.0805/
00049,20050101.0810/
00048,20050101.0815/
00049,20050101.0820/
00049,20050101.0825/
00047,20050101.0830/
00046,20050101.0835/
00046,20050101.0840/
00046,20050101.0845/
00047,20050101.0850/
00048,20050101.0855/
00048,20050101.0900/
00048,20050101.0905/
00050,20050101.0910/
00051,20050101.0915/
00051,20050101.0920/
00052,20050101.0925/
00053,20050101.0930/
00054,20050101.0935/
00054,20050101.0940/
00054,20050101.0945/
00054,20050101.0950/
00056,20050101.0955/
00056,20050101.1000/
00056,20050101.1005/
00056,20050101.1010/
00057,20050101.1015/
00057,20050101.1020/
00057,20050101.1025/
00058,20050101.1030/
00056,20050101.1035/
00056,20050101.1040/
00056,20050101.1045/
00055,20050101.1050/
00055,20050101.1055/
00055,20050101.1100/
00055,20050101.1105/
00054,20050101.1110/
00051,20050101.1115/
00050,20050101.1120/
00051,20050101.1125/
00051,20050101.1130/
00051,20050101.1135/
00053,20050101.1140/
00054,20050101.1145/
00053,20050101.1150/
00054,20050101.1155/
00053,20050101.1200/
00054,20050101.1205/
00056,20050101.1210/
00059,20050101.1215/
00062,20050101.1220/
00062,20050101.1225/
00062,20050101.1230/
00064,20050101.1235/
00064,20050101.1240/
00064,20050101.1245/
00066,20050101.1250/
00068,20050101.1255/
00068,20050101.1300/
00068,20050101.1305/
00067,20050101.1310/
00064,20050101.1315/
00064,20050101.1320/
00064,20050101.1325/
00063,20050101.1330/
00062,20050101.1335/
00062,20050101.1340/
00063,20050101.1345/
00062,20050101.1350/
00061,20050101.1355/
00061,20050101.1400/
00062,20050101.1405/
00063,20050101.1410/
00063,20050101.1415/
00065,20050101.1420/
00066,20050101.1425/
00067,20050101.1430/
00068,20050101.1435/
00066,20050101.1440/
00066,20050101.1445/
00067,20050101.1450/
00068,20050101.1455/
00066,20050101.1500/
00067,20050101.1505/
00068,20050101.1510/
00068,20050101.1515/
00069,20050101.1520/
00070,20050101.1525/
00069,20050101.1530/
00069,20050101.1535/
00071,20050101.1540/
00070,20050101.1545/
00068,20050101.1550/
00070,20050101.1555/
00072,20050101.1600/
00073,20050101.1605/
00071,20050101.1610/
00072,20050101.1615/
00073,20050101.1620/
00071,20050101.1625/
00071,20050101.1630/
00071,20050101.1635/
00073,20050101.1640/
00073,20050101.1645/
00072,20050101.1650/
00071,20050101.1655/
00070,20050101.1700/
00070,20050101.1705/
00070,20050101.1710/
00071,20050101.1715/
00069,20050101.1720/
00071,20050101.1725/
00072,20050101.1730/
00070,20050101.1735/
00071,20050101.1740/
00071,20050101.1745/
00073,20050101.1750/
00074,20050101.1755/
00075,20050101.1800/
00075,20050101.1805/
00074,20050101.1810/
00074,20050101.1815/
00074,20050101.1820/
00075,20050101.1825/
00076,20050101.1830/
00077,20050101.1835/
00078,20050101.1840/
00079,20050101.1845/
00081,20050101.1850/
00082,20050101.1855/
00082,20050101.1900/
00082,20050101.1905/
00084,20050101.1910/
00084,20050101.1915/
00083,20050101.1920/
00083,20050101.1925/
00084,20050101.1930/
00083,20050101.1935/
00082,20050101.1940/
00081,20050101.1945/
00080,20050101.1950/
00080,20050101.1955/
00079,20050101.2000/
00079,20050101.2005/
00079,20050101.2010/
00079,20050101.2015/
00078,20050101.2020/
00079,20050101.2025/
00080,20050101.2030/
00081,20050101.2035/
00082,20050101.2040/
00084,20050101.2045/
00085,20050101.2050/
00085,20050101.2055/
00086,20050101.2100/
00087,20050101.2105/
00086,20050101.2110/
00088,20050101.2115/
00089,20050101.2120/
00089,20050101.2125/
00091,20050101.2130/
00092,20050101.2135/
00092,20050101.2140/
00090,20050101.2145/
00089,20050101.2150/
00090,20050101.2155/
00088,20050101.2200/
00087,20050101.2205/
00086,20050101.2210/
00085,20050101.2215/
00086,20050101.2220/
00086,20050101.2225/
00085,20050101.2230/
00085,20050101.2235/
00084,20050101.2240/
00083,20050101.2245/
00083,20050101.2250/
00083,20050101.2255/
00085,20050101.2300/
00085,20050101.2305/
00085,20050101.2310/
00086,20050101.2315/
00087,20050101.2320/
00087,20050101.2325/
00088,20050101.2330/
00088,20050101.2335/
00089,20050101.2340/
00091,20050101.2345/
00091,20050101.2350/
00092,20050101.2355/
00091,20050102.0000/
00091,20050102.0005/
00092,20050102.0010/
00091,20050102.0015/
00090,20050102.0020/
00090,20050102.0025/
00090,20050102.0030/
00091,20050102.0035/
00089,20050102.0040/
00089,20050102.0045/
00089,20050102.0050/
00088,20050102.0055/
00088,20050102.0100/
00086,20050102.0105/
00084,20050102.0110/
00085,20050102.0115/
00086,20050102.0120/
00086,20050102.0125/
00085,20050102.0130/
00084,20050102.0135/
00084,20050102.0140/
00083,20050102.0145/
00082,20050102.0150/
00082,20050102.0155/
00082,20050102.0200/
00081,20050102.0205/
00081,20050102.0210/
00080,20050102.0215/
00079,20050102.0220/
00077,20050102.0225/
00077,20050102.0230/
00077,20050102.0235/
00078,20050102.0240/
00079,20050102.0245/
00078,20050102.0250/
00078,20050102.0255/
00077,20050102.0300/
00076,20050102.0305/
00075,20050102.0310/
00074,20050102.0315/
00075,20050102.0320/
00076,20050102.0325/
00075,20050102.0330/
00075,20050102.0335/
00075,20050102.0340/
00075,20050102.0345/
00074,20050102.0350/
00072,20050102.0355/
00071,20050102.0400/
00070,20050102.0405/
00070,20050102.0410/
00068,20050102.0415/
00067,20050102.0420/
00065,20050102.0425/
00064,20050102.0430/
00063,20050102.0435/
00062,20050102.0440/
00061,20050102.0445/
00061,20050102.0450/
00061,20050102.0455/
00061,20050102.0500/
00060,20050102.0505/
00058,20050102.0510/
00056,20050102.0515/
00056,20050102.0520/
