#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_05_2006a
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20060101 TO 20061231
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Current
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00089,20060101.0000/
00088,20060101.0005/
00087,20060101.0010/
00086,20060101.0015/
00086,20060101.0020/
00085,20060101.0025/
00082,20060101.0030/
00081,20060101.0035/
00079,20060101.0040/
00078,20060101.0045/
00076,20060101.0050/
00075,20060101.0055/
00073,20060101.0100/
00070,20060101.0105/
00069,20060101.0110/
00067,20060101.0115/
00065,20060101.0120/
00063,20060101.0125/
00062,20060101.0130/
00061,20060101.0135/
00060,20060101.0140/
00059,20060101.0145/
00058,20060101.0150/
00057,20060101.0155/
00056,20060101.0200/
00054,20060101.0205/
00053,20060101.0210/
00052,20060101.0215/
00051,20060101.0220/
00050,20060101.0225/
00050,20060101.0230/
00049,20060101.0235/
00047,20060101.0240/
00047,20060101.0245/
00046,20060101.0250/
00045,20060101.0255/
00044,20060101.0300/
00042,20060101.0305/
00041,20060101.0310/
00039,20060101.0315/
00038,20060101.0320/
00036,20060101.0325/
00036,20060101.0330/
00035,20060101.0335/
00033,20060101.0340/
00031,20060101.0345/
00030,20060101.0350/
00028,20060101.0355/
00027,20060101.0400/
00027,20060101.0405/
00026,20060101.0410/
00025,20060101.0415/
00023,20060101.0420/
00023,20060101.0425/
00022,20060101.0430/
00020,20060101.0435/
00019,20060101.0440/
00018,20060101.0445/
00018,20060101.0450/
00017,20060101.0455/
00016,20060101.0500/
00015,20060101.0505/
00014,20060101.0510/
00014,20060101.0515/
00013,20060101.0520/
00012,20060101.0525/
00011,20060101.0530/
00010,20060101.0535/
00010,20060101.0540/
00010,20060101.0545/
00009,20060101.0550/
00008,20060101.0555/
00008,20060101.0600/
00008,20060101.0605/
00008,20060101.0610/
00007,20060101.0615/
00006,20060101.0620/
00006,20060101.0625/
00007,20060101.0630/
00006,20060101.0635/
00006,20060101.0640/
00006,20060101.0645/
00006,20060101.0650/
00006,20060101.0655/
00005,20060101.0700/
00004,20060101.0705/
00003,20060101.0710/
00003,20060101.0715/
00003,20060101.0720/
00004,20060101.0725/
00004,20060101.0730/
00004,20060101.0735/
00004,20060101.0740/
00005,20060101.0745/
00005,20060101.0750/
00006,20060101.0755/
00006,20060101.0800/
