#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_05_2007a
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20070101 TO 20071231
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Current
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00080,20070101.0000/
00079,20070101.0005/
00079,20070101.0010/
00078,20070101.0015/
00076,20070101.0020/
00075,20070101.0025/
00074,20070101.0030/
00074,20070101.0035/
00072,20070101.0040/
00071,20070101.0045/
00070,20070101.0050/
00069,20070101.0055/
00068,20070101.0100/
00067,20070101.0105/
00066,20070101.0110/
00065,20070101.0115/
00065,20070101.0120/
00064,20070101.0125/
00062,20070101.0130/
00061,20070101.0135/
00060,20070101.0140/
00059,20070101.0145/
00058,20070101.0150/
00056,20070101.0155/
00056,20070101.0200/
00056,20070101.0205/
00055,20070101.0210/
00054,20070101.0215/
00053,20070101.0220/
00052,20070101.0225/
00052,20070101.0230/
00051,20070101.0235/
00051,20070101.0240/
00050,20070101.0245/
00050,20070101.0250/
00049,20070101.0255/
00049,20070101.0300/
00048,20070101.0305/
00047,20070101.0310/
00047,20070101.0315/
00047,20070101.0320/
00046,20070101.0325/
00045,20070101.0330/
00044,20070101.0335/
00043,20070101.0340/
00042,20070101.0345/
00041,20070101.0350/
00041,20070101.0355/
00040,20070101.0400/
00040,20070101.0405/
00039,20070101.0410/
00038,20070101.0415/
00037,20070101.0420/
00037,20070101.0425/
00037,20070101.0430/
00036,20070101.0435/
00036,20070101.0440/
00036,20070101.0445/
00037,20070101.0450/
00036,20070101.0455/
00036,20070101.0500/
00035,20070101.0505/
00035,20070101.0510/
00036,20070101.0515/
00036,20070101.0520/
00036,20070101.0525/
00037,20070101.0530/
00037,20070101.0535/
00037,20070101.0540/
00036,20070101.0545/
00036,20070101.0550/
00036,20070101.0555/
00036,20070101.0600/
00036,20070101.0605/
00036,20070101.0610/
00036,20070101.0615/
00036,20070101.0620/
00037,20070101.0625/
00036,20070101.0630/
00036,20070101.0635/
00037,20070101.0640/
00037,20070101.0645/
00037,20070101.0650/
00037,20070101.0655/
00037,20070101.0700/
00038,20070101.0705/
00038,20070101.0710/
00038,20070101.0715/
00039,20070101.0720/
00040,20070101.0725/
00040,20070101.0730/
00041,20070101.0735/
00041,20070101.0740/
00041,20070101.0745/
00042,20070101.0750/
00042,20070101.0755/
00042,20070101.0800/
00043,20070101.0805/
00043,20070101.0810/
00044,20070101.0815/
00044,20070101.0820/
00045,20070101.0825/
00045,20070101.0830/
00046,20070101.0835/
00047,20070101.0840/
00047,20070101.0845/
00048,20070101.0850/
00048,20070101.0855/
00049,20070101.0900/
00049,20070101.0905/
00049,20070101.0910/
00049,20070101.0915/
00049,20070101.0920/
00050,20070101.0925/
00050,20070101.0930/
00051,20070101.0935/
00052,20070101.0940/
00054,20070101.0945/
00054,20070101.0950/
00055,20070101.0955/
00055,20070101.1000/
00056,20070101.1005/
00056,20070101.1010/
00056,20070101.1015/
00057,20070101.1020/
00058,20070101.1025/
00058,20070101.1030/
00059,20070101.1035/
00060,20070101.1040/
00061,20070101.1045/
00062,20070101.1050/
00063,20070101.1055/
00064,20070101.1100/
00064,20070101.1105/
00065,20070101.1110/
00065,20070101.1115/
00065,20070101.1120/
00065,20070101.1125/
00066,20070101.1130/
00067,20070101.1135/
00067,20070101.1140/
00067,20070101.1145/
00068,20070101.1150/
00069,20070101.1155/
00069,20070101.1200/
00069,20070101.1205/
00069,20070101.1210/
00069,20070101.1215/
00070,20070101.1220/
00070,20070101.1225/
00070,20070101.1230/
00071,20070101.1235/
00071,20070101.1240/
00072,20070101.1245/
00073,20070101.1250/
00074,20070101.1255/
00074,20070101.1300/
00075,20070101.1305/
00076,20070101.1310/
00076,20070101.1315/
00077,20070101.1320/
00077,20070101.1325/
00078,20070101.1330/
00079,20070101.1335/
00079,20070101.1340/
00079,20070101.1345/
00080,20070101.1350/
00081,20070101.1355/
00081,20070101.1400/
00082,20070101.1405/
00083,20070101.1410/
00083,20070101.1415/
00084,20070101.1420/
00084,20070101.1425/
00085,20070101.1430/
00085,20070101.1435/
00085,20070101.1440/
00085,20070101.1445/
00086,20070101.1450/
00086,20070101.1455/
00087,20070101.1500/
00087,20070101.1505/
00088,20070101.1510/
00089,20070101.1515/
00089,20070101.1520/
00089,20070101.1525/
00090,20070101.1530/
00091,20070101.1535/
00092,20070101.1540/
00092,20070101.1545/
00093,20070101.1550/
00094,20070101.1555/
00096,20070101.1600/
00097,20070101.1605/
00098,20070101.1610/
00099,20070101.1615/
00100,20070101.1620/
00101,20070101.1625/
00102,20070101.1630/
00102,20070101.1635/
00103,20070101.1640/
00104,20070101.1645/
00105,20070101.1650/
00106,20070101.1655/
00107,20070101.1700/
00107,20070101.1705/
00108,20070101.1710/
00109,20070101.1715/
00109,20070101.1720/
00109,20070101.1725/
00109,20070101.1730/
00110,20070101.1735/
00110,20070101.1740/
00110,20070101.1745/
00111,20070101.1750/
00111,20070101.1755/
00112,20070101.1800/
00112,20070101.1805/
00112,20070101.1810/
00113,20070101.1815/
00113,20070101.1820/
00114,20070101.1825/
00114,20070101.1830/
00115,20070101.1835/
00116,20070101.1840/
00117,20070101.1845/
00118,20070101.1850/
00119,20070101.1855/
00120,20070101.1900/
00121,20070101.1905/
00121,20070101.1910/
00122,20070101.1915/
00123,20070101.1920/
00123,20070101.1925/
00124,20070101.1930/
00124,20070101.1935/
00124,20070101.1940/
00125,20070101.1945/
00125,20070101.1950/
00125,20070101.1955/
00125,20070101.2000/
00125,20070101.2005/
00125,20070101.2010/
00125,20070101.2015/
00124,20070101.2020/
00123,20070101.2025/
00123,20070101.2030/
