#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: RKMGL01_01_1998
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19980101 TO 19980916
#LOCATION: Mangles Bay
#Station Status:  Updated
#Lat: -32.274444  Long: 115.703333
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart datum     which is   2.527   m below Benchmark   DMH 073   
#National Station ID:   NA
#Site Description: Located on a Historical (Temporary) platform within  the mooring area. Roughly 50 metres off shore and in line with the yacht club fence. Accessible by boat.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00083,19980101.0000/
00083,19980101.0015/
00082,19980101.0030/
00077,19980101.0045/
00074,19980101.0100/
00070,19980101.0115/
00065,19980101.0130/
00062,19980101.0145/
00061,19980101.0200/
00060,19980101.0215/
00059,19980101.0230/
00054,19980101.0245/
00052,19980101.0300/
00045,19980101.0315/
00038,19980101.0330/
00034,19980101.0345/
00029,19980101.0400/
00027,19980101.0415/
00027,19980101.0430/
00028,19980101.0445/
00027,19980101.0500/
00026,19980101.0515/
00026,19980101.0530/
00023,19980101.0545/
00023,19980101.0600/
00021,19980101.0615/
00019,19980101.0630/
00018,19980101.0645/
00016,19980101.0700/
00016,19980101.0715/
00016,19980101.0730/
00016,19980101.0745/
00017,19980101.0800/
00018,19980101.0815/
00022,19980101.0830/
00021,19980101.0845/
00022,19980101.0900/
00024,19980101.0915/
00024,19980101.0930/
00027,19980101.0945/
00027,19980101.1000/
00028,19980101.1015/
00032,19980101.1030/
00034,19980101.1045/
00035,19980101.1100/
00038,19980101.1115/
00038,19980101.1130/
00040,19980101.1145/
00040,19980101.1200/
00038,19980101.1215/
00038,19980101.1230/
00039,19980101.1245/
00040,19980101.1300/
00040,19980101.1315/
00042,19980101.1330/
00043,19980101.1345/
00043,19980101.1400/
00045,19980101.1415/
00044,19980101.1430/
00043,19980101.1445/
00041,19980101.1500/
00039,19980101.1515/
00039,19980101.1530/
00040,19980101.1545/
00040,19980101.1600/
00042,19980101.1615/
00044,19980101.1630/
00048,19980101.1645/
00050,19980101.1700/
00051,19980101.1715/
00051,19980101.1730/
00052,19980101.1745/
00052,19980101.1800/
00053,19980101.1815/
00052,19980101.1830/
00054,19980101.1845/
00057,19980101.1900/
00061,19980101.1915/
00065,19980101.1930/
00068,19980101.1945/
00070,19980101.2000/
00070,19980101.2015/
00068,19980101.2030/
00068,19980101.2045/
00068,19980101.2100/
00068,19980101.2115/
00069,19980101.2130/
00070,19980101.2145/
00073,19980101.2200/
00076,19980101.2215/
00077,19980101.2230/
00078,19980101.2245/
00076,19980101.2300/
00074,19980101.2315/
00071,19980101.2330/
00070,19980101.2345/
00069,19980102.0000/
00069,19980102.0015/
00069,19980102.0030/
00070,19980102.0045/
00068,19980102.0100/
00064,19980102.0115/
00063,19980102.0130/
00059,19980102.0145/
00057,19980102.0200/
00056,19980102.0215/
00051,19980102.0230/
00048,19980102.0245/
00043,19980102.0300/
00040,19980102.0315/
00037,19980102.0330/
00035,19980102.0345/
00034,19980102.0400/
00034,19980102.0415/
00034,19980102.0430/
00030,19980102.0445/
00026,19980102.0500/
00023,19980102.0515/
00018,19980102.0530/
00017,19980102.0545/
00014,19980102.0600/
00013,19980102.0615/
00015,19980102.0630/
00017,19980102.0645/
00016,19980102.0700/
00015,19980102.0715/
00013,19980102.0730/
00013,19980102.0745/
00014,19980102.0800/
00013,19980102.0815/
00012,19980102.0830/
00012,19980102.0845/
00014,19980102.0900/
00015,19980102.0915/
00018,19980102.0930/
00020,19980102.0945/
00025,19980102.1000/
00027,19980102.1015/
00028,19980102.1030/
00029,19980102.1045/
00027,19980102.1100/
00028,19980102.1115/
00028,19980102.1130/
00028,19980102.1145/
00029,19980102.1200/
00032,19980102.1215/
00033,19980102.1230/
00035,19980102.1245/
00038,19980102.1300/
00039,19980102.1315/
00040,19980102.1330/
00039,19980102.1345/
00037,19980102.1400/
00037,19980102.1415/
00036,19980102.1430/
00036,19980102.1445/
00036,19980102.1500/
00035,19980102.1515/
00038,19980102.1530/
00040,19980102.1545/
00040,19980102.1600/
00041,19980102.1615/
00041,19980102.1630/
00040,19980102.1645/
00040,19980102.1700/
00040,19980102.1715/
00040,19980102.1730/
00042,19980102.1745/
00045,19980102.1800/
00049,19980102.1815/
00050,19980102.1830/
00051,19980102.1845/
00051,19980102.1900/
00053,19980102.1915/
00055,19980102.1930/
00057,19980102.1945/
00057,19980102.2000/
00057,19980102.2015/
00057,19980102.2030/
00059,19980102.2045/
00060,19980102.2100/
00062,19980102.2115/
00065,19980102.2130/
00065,19980102.2145/
00064,19980102.2200/
00062,19980102.2215/
00060,19980102.2230/
00060,19980102.2245/
00060,19980102.2300/
00061,19980102.2315/
00064,19980102.2330/
00066,19980102.2345/
00068,19980103.0000/
00068,19980103.0015/
00064,19980103.0030/
00063,19980103.0045/
00061,19980103.0100/
00059,19980103.0115/
00059,19980103.0130/
00058,19980103.0145/
00056,19980103.0200/
00056,19980103.0215/
00055,19980103.0230/
00052,19980103.0245/
00050,19980103.0300/
00047,19980103.0315/
00045,19980103.0330/
00043,19980103.0345/
00039,19980103.0400/
00037,19980103.0415/
00033,19980103.0430/
00033,19980103.0445/
00030,19980103.0500/
00030,19980103.0515/
00028,19980103.0530/
00026,19980103.0545/
00026,19980103.0600/
00025,19980103.0615/
00025,19980103.0630/
00024,19980103.0645/
00023,19980103.0700/
00021,19980103.0715/
00020,19980103.0730/
00017,19980103.0745/
00018,19980103.0800/
00020,19980103.0815/
00020,19980103.0830/
00025,19980103.0845/
00028,19980103.0900/
00029,19980103.0915/
00028,19980103.0930/
00027,19980103.0945/
00026,19980103.1000/
00028,19980103.1015/
00029,19980103.1030/
00028,19980103.1045/
00029,19980103.1100/
00029,19980103.1115/
00032,19980103.1130/
00035,19980103.1145/
00034,19980103.1200/
00037,19980103.1215/
00038,19980103.1230/
00036,19980103.1245/
00038,19980103.1300/
00036,19980103.1315/
00038,19980103.1330/
00039,19980103.1345/
00040,19980103.1400/
00044,19980103.1415/
00045,19980103.1430/
00046,19980103.1445/
00047,19980103.1500/
00046,19980103.1515/
00045,19980103.1530/
00043,19980103.1545/
00042,19980103.1600/
00041,19980103.1615/
00043,19980103.1630/
00042,19980103.1645/
00045,19980103.1700/
00046,19980103.1715/
00047,19980103.1730/
00049,19980103.1745/
00048,19980103.1800/
00047,19980103.1815/
00048,19980103.1830/
