Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6141432_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.2745,115.7025,GMT +8,mAHD,6141432,6141432,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,377806.199131298,6428398.51728977,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142830_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.140024,115.762558,GMT +8,mAHD,6142830,6142830,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,383291.001810487,6443372.99582154,5.9675,-5.9675
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142970_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.154551,115.693841,GMT +8,mAHD,6142970,6142970,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,376829.037028266,6441686.0166181,21.3088,-21.3088
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142971_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.152366,115.720158,GMT +8,mAHD,6142971,6142971,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,379308.035761284,6441958.05295309,19.3144,-19.3144
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142972_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.14648,115.756724,GMT +8,mAHD,6142972,6142972,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,382748.995854093,6442650.96876451,10.8501,-10.8501
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142973_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.170703,115.762483,GMT +8,mAHD,6142973,6142973,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,383323.028708968,6439971.9488091,11.1732,-11.1732
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142974_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.197565,115.719833,GMT +8,mAHD,6142974,6142974,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,379337.011375969,6436947.03622679,20.3222,-20.3222
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142975_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.209851,115.759566,GMT +8,mAHD,6142975,6142975,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,383098.047392146,6435628.94743049,12.4997,-12.4997
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142976_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.238934,115.751412,GMT +8,mAHD,6142976,6142976,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,382367.009641208,6432395.97022475,16.8257,-16.8257
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142977_Turbidity_Fixed_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.2565,115.740864,GMT +8,mAHD,6142977,6142977,Fixed,0.5m above Seabed,m above Seabed,,NaN,wir@water.wa.gov.au,var00013,Water Quality (Light), ,yyyy-mm-dd HH:MM:SS,Decimal,Turbidity (NTU),String,381396.021917168,6430437.02747939,17.6492,-17.6492
