#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: FFFBH01_02_1998
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19980101 TO 19980402
#LOCATION: Fremantle Fishing Boat Harbour
#Station Status:  Updated
#Lat: -32.065556  Long: 115.748056
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle 1949     which is   2.752   m below Benchmark   DMH 098   
#National Station ID:   NA
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00086,19980101.0000/
00083,19980101.0015/
00078,19980101.0030/
00077,19980101.0045/
00072,19980101.0100/
00067,19980101.0115/
00066,19980101.0130/
00064,19980101.0145/
00060,19980101.0200/
00060,19980101.0215/
00057,19980101.0230/
00052,19980101.0245/
00046,19980101.0300/
00040,19980101.0315/
00036,19980101.0330/
00033,19980101.0345/
00030,19980101.0400/
00028,19980101.0415/
00028,19980101.0430/
00026,19980101.0445/
00026,19980101.0500/
00024,19980101.0515/
00023,19980101.0530/
00022,19980101.0545/
00021,19980101.0600/
00019,19980101.0615/
00017,19980101.0630/
00015,19980101.0645/
00016,19980101.0700/
00017,19980101.0715/
00013,19980101.0730/
00017,19980101.0745/
00016,19980101.0800/
00020,19980101.0815/
00020,19980101.0830/
00019,19980101.0845/
00020,19980101.0900/
00023,19980101.0915/
00021,19980101.0930/
00025,19980101.0945/
00028,19980101.1000/
00029,19980101.1015/
00033,19980101.1030/
00033,19980101.1045/
00036,19980101.1100/
00039,19980101.1115/
00040,19980101.1130/
00039,19980101.1145/
00040,19980101.1200/
00043,19980101.1215/
00040,19980101.1230/
00041,19980101.1245/
00043,19980101.1300/
00042,19980101.1315/
00043,19980101.1330/
00043,19980101.1345/
00045,19980101.1400/
00046,19980101.1415/
00042,19980101.1430/
00041,19980101.1445/
00042,19980101.1500/
00039,19980101.1515/
00043,19980101.1530/
00043,19980101.1545/
00042,19980101.1600/
00046,19980101.1615/
00049,19980101.1630/
00050,19980101.1645/
00051,19980101.1700/
00052,19980101.1715/
00054,19980101.1730/
00054,19980101.1745/
00052,19980101.1800/
00052,19980101.1815/
00057,19980101.1830/
00060,19980101.1845/
00061,19980101.1900/
00065,19980101.1915/
00069,19980101.1930/
00069,19980101.1945/
00068,19980101.2000/
00068,19980101.2015/
00069,19980101.2030/
00070,19980101.2045/
00068,19980101.2100/
00071,19980101.2115/
00071,19980101.2130/
00073,19980101.2145/
00076,19980101.2200/
00074,19980101.2215/
00074,19980101.2230/
00074,19980101.2245/
00075,19980101.2300/
00075,19980101.2315/
00071,19980101.2330/
00068,19980101.2345/
00070,19980102.0000/
00071,19980102.0015/
00070,19980102.0030/
00066,19980102.0045/
00064,19980102.0100/
00065,19980102.0115/
00064,19980102.0130/
00059,19980102.0145/
00057,19980102.0200/
00052,19980102.0215/
00049,19980102.0230/
00044,19980102.0245/
00043,19980102.0300/
00039,19980102.0315/
00035,19980102.0330/
00037,19980102.0345/
00035,19980102.0400/
00033,19980102.0415/
00027,19980102.0430/
00024,19980102.0445/
00025,19980102.0500/
00017,19980102.0515/
00019,19980102.0530/
00015,19980102.0545/
00015,19980102.0600/
00017,19980102.0615/
00015,19980102.0630/
00011,19980102.0645/
00011,19980102.0700/
00014,19980102.0715/
00013,19980102.0730/
00012,19980102.0745/
00012,19980102.0800/
00010,19980102.0815/
00013,19980102.0830/
00011,19980102.0845/
00013,19980102.0900/
00018,19980102.0915/
00016,19980102.0930/
00020,19980102.0945/
00023,19980102.1000/
00026,19980102.1015/
00026,19980102.1030/
00025,19980102.1045/
00026,19980102.1100/
00025,19980102.1115/
00028,19980102.1130/
00027,19980102.1145/
00030,19980102.1200/
00033,19980102.1215/
00034,19980102.1230/
00035,19980102.1245/
00038,19980102.1300/
00036,19980102.1315/
00041,19980102.1330/
00039,19980102.1345/
00035,19980102.1400/
00039,19980102.1415/
00036,19980102.1430/
00035,19980102.1445/
00037,19980102.1500/
00037,19980102.1515/
00040,19980102.1530/
00043,19980102.1545/
00041,19980102.1600/
00041,19980102.1615/
00041,19980102.1630/
00042,19980102.1645/
00040,19980102.1700/
00040,19980102.1715/
00043,19980102.1730/
00046,19980102.1745/
00048,19980102.1800/
00049,19980102.1815/
00046,19980102.1830/
00052,19980102.1845/
00053,19980102.1900/
00055,19980102.1915/
00053,19980102.1930/
00054,19980102.1945/
00058,19980102.2000/
00060,19980102.2015/
00058,19980102.2030/
00057,19980102.2045/
00059,19980102.2100/
00063,19980102.2115/
00064,19980102.2130/
00060,19980102.2145/
00060,19980102.2200/
00060,19980102.2215/
00058,19980102.2230/
00060,19980102.2245/
00062,19980102.2300/
00062,19980102.2315/
00064,19980102.2330/
00064,19980102.2345/
00063,19980103.0000/
00065,19980103.0015/
00065,19980103.0030/
00062,19980103.0045/
00060,19980103.0100/
00058,19980103.0115/
00058,19980103.0130/
00057,19980103.0145/
00054,19980103.0200/
00052,19980103.0215/
00052,19980103.0230/
00051,19980103.0245/
00047,19980103.0300/
00048,19980103.0315/
00043,19980103.0330/
00037,19980103.0345/
00038,19980103.0400/
00035,19980103.0415/
00033,19980103.0430/
00028,19980103.0445/
00028,19980103.0500/
00029,19980103.0515/
00027,19980103.0530/
00025,19980103.0545/
00026,19980103.0600/
00022,19980103.0615/
00022,19980103.0630/
00024,19980103.0645/
00015,19980103.0700/
00019,19980103.0715/
00019,19980103.0730/
00017,19980103.0745/
00018,19980103.0800/
00019,19980103.0815/
00023,19980103.0830/
00024,19980103.0845/
00024,19980103.0900/
00025,19980103.0915/
00024,19980103.0930/
00027,19980103.0945/
00026,19980103.1000/
00026,19980103.1015/
00028,19980103.1030/
00028,19980103.1045/
00027,19980103.1100/
00030,19980103.1115/
00032,19980103.1130/
00036,19980103.1145/
00037,19980103.1200/
00040,19980103.1215/
00035,19980103.1230/
00039,19980103.1245/
00038,19980103.1300/
00038,19980103.1315/
00041,19980103.1330/
00042,19980103.1345/
00045,19980103.1400/
00044,19980103.1415/
00044,19980103.1430/
00046,19980103.1445/
00046,19980103.1500/
00050,19980103.1515/
00043,19980103.1530/
00044,19980103.1545/
00044,19980103.1600/
00044,19980103.1615/
00044,19980103.1630/
00045,19980103.1645/
00044,19980103.1700/
00049,19980103.1715/
00047,19980103.1730/
00048,19980103.1745/
00047,19980103.1800/
00049,19980103.1815/
00049,19980103.1830/
00049,19980103.1845/
00050,19980103.1900/
00051,19980103.1915/
00053,19980103.1930/
00055,19980103.1945/
00057,19980103.2000/
00059,19980103.2015/
00057,19980103.2030/
00058,19980103.2045/
00058,19980103.2100/
00059,19980103.2115/
00056,19980103.2130/
00054,19980103.2145/
00056,19980103.2200/
00057,19980103.2215/
00056,19980103.2230/
00058,19980103.2245/
00056,19980103.2300/
00059,19980103.2315/
00061,19980103.2330/
00060,19980103.2345/
00060,19980104.0000/
00058,19980104.0015/
00055,19980104.0030/
00058,19980104.0045/
