#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_02_1998
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19980101 TO 19981231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00089,19980101.0000/
00089,19980101.0015/
00089,19980101.0030/
00089,19980101.0045/
00089,19980101.0100/
00088,19980101.0115/
00087,19980101.0130/
00085,19980101.0145/
00083,19980101.0200/
00082,19980101.0215/
00081,19980101.0230/
00079,19980101.0245/
00078,19980101.0300/
00076,19980101.0315/
00074,19980101.0330/
00072,19980101.0345/
00070,19980101.0400/
00068,19980101.0415/
00066,19980101.0430/
00064,19980101.0445/
00062,19980101.0500/
00060,19980101.0515/
00058,19980101.0530/
00056,19980101.0545/
00054,19980101.0600/
00052,19980101.0615/
00051,19980101.0630/
00049,19980101.0645/
00047,19980101.0700/
00045,19980101.0715/
00043,19980101.0730/
00041,19980101.0745/
00039,19980101.0800/
00038,19980101.0815/
00036,19980101.0830/
00035,19980101.0845/
00034,19980101.0900/
00033,19980101.0915/
00032,19980101.0930/
00031,19980101.0945/
00030,19980101.1000/
00029,19980101.1015/
00028,19980101.1030/
00028,19980101.1045/
00028,19980101.1100/
00028,19980101.1115/
00029,19980101.1130/
00030,19980101.1145/
00031,19980101.1200/
00032,19980101.1215/
00034,19980101.1230/
00036,19980101.1245/
00037,19980101.1300/
00039,19980101.1315/
00039,19980101.1330/
00040,19980101.1345/
00041,19980101.1400/
00042,19980101.1415/
00043,19980101.1430/
00044,19980101.1445/
00045,19980101.1500/
00046,19980101.1515/
00047,19980101.1530/
00048,19980101.1545/
00048,19980101.1600/
00048,19980101.1615/
00049,19980101.1630/
00049,19980101.1645/
00050,19980101.1700/
00051,19980101.1715/
00053,19980101.1730/
00053,19980101.1745/
00054,19980101.1800/
00054,19980101.1815/
00055,19980101.1830/
00056,19980101.1845/
00057,19980101.1900/
00058,19980101.1915/
00059,19980101.1930/
00060,19980101.1945/
00060,19980101.2000/
00062,19980101.2015/
00063,19980101.2030/
00064,19980101.2045/
00065,19980101.2100/
00066,19980101.2115/
00067,19980101.2130/
00067,19980101.2145/
00068,19980101.2200/
00069,19980101.2215/
00070,19980101.2230/
00070,19980101.2245/
00071,19980101.2300/
00073,19980101.2315/
00074,19980101.2330/
00075,19980101.2345/
00075,19980102.0000/
00075,19980102.0015/
00075,19980102.0030/
00075,19980102.0045/
00074,19980102.0100/
00074,19980102.0115/
00074,19980102.0130/
00073,19980102.0145/
00072,19980102.0200/
00070,19980102.0215/
00069,19980102.0230/
00068,19980102.0245/
00067,19980102.0300/
00066,19980102.0315/
00064,19980102.0330/
00062,19980102.0345/
00060,19980102.0400/
00059,19980102.0415/
00057,19980102.0430/
00055,19980102.0445/
00053,19980102.0500/
00052,19980102.0515/
00050,19980102.0530/
00048,19980102.0545/
00046,19980102.0600/
00044,19980102.0615/
00042,19980102.0630/
00040,19980102.0645/
00039,19980102.0700/
00037,19980102.0715/
00035,19980102.0730/
00033,19980102.0745/
00032,19980102.0800/
00031,19980102.0815/
00029,19980102.0830/
00028,19980102.0845/
00026,19980102.0900/
00025,19980102.0915/
00024,19980102.0930/
00023,19980102.0945/
00022,19980102.1000/
00021,19980102.1015/
00021,19980102.1030/
00021,19980102.1045/
00021,19980102.1100/
00021,19980102.1115/
00022,19980102.1130/
00022,19980102.1145/
00023,19980102.1200/
00024,19980102.1215/
00024,19980102.1230/
00025,19980102.1245/
00026,19980102.1300/
00027,19980102.1315/
00028,19980102.1330/
00030,19980102.1345/
00031,19980102.1400/
00033,19980102.1415/
00034,19980102.1430/
00035,19980102.1445/
00036,19980102.1500/
00036,19980102.1515/
00037,19980102.1530/
00038,19980102.1545/
00038,19980102.1600/
00039,19980102.1615/
00040,19980102.1630/
00041,19980102.1645/
00042,19980102.1700/
00042,19980102.1715/
00043,19980102.1730/
00044,19980102.1745/
00044,19980102.1800/
00045,19980102.1815/
00046,19980102.1830/
00046,19980102.1845/
00047,19980102.1900/
00048,19980102.1915/
00049,19980102.1930/
00050,19980102.1945/
00051,19980102.2000/
00052,19980102.2015/
00052,19980102.2030/
00053,19980102.2045/
00054,19980102.2100/
00055,19980102.2115/
00056,19980102.2130/
00057,19980102.2145/
00058,19980102.2200/
00059,19980102.2215/
00059,19980102.2230/
00060,19980102.2245/
00060,19980102.2300/
00060,19980102.2315/
00061,19980102.2330/
00062,19980102.2345/
00063,19980103.0000/
00063,19980103.0015/
00064,19980103.0030/
00064,19980103.0045/
00065,19980103.0100/
00065,19980103.0115/
00065,19980103.0130/
00065,19980103.0145/
00065,19980103.0200/
00064,19980103.0215/
00063,19980103.0230/
00062,19980103.0245/
00061,19980103.0300/
00060,19980103.0315/
00059,19980103.0330/
00058,19980103.0345/
00057,19980103.0400/
00056,19980103.0415/
00055,19980103.0430/
00053,19980103.0445/
00051,19980103.0500/
00050,19980103.0515/
00048,19980103.0530/
00047,19980103.0545/
00045,19980103.0600/
00043,19980103.0615/
00042,19980103.0630/
00041,19980103.0645/
00039,19980103.0700/
00037,19980103.0715/
00036,19980103.0730/
00035,19980103.0745/
00033,19980103.0800/
00032,19980103.0815/
00030,19980103.0830/
00029,19980103.0845/
00028,19980103.0900/
00027,19980103.0915/
00026,19980103.0930/
00026,19980103.0945/
00025,19980103.1000/
00025,19980103.1015/
00025,19980103.1030/
00025,19980103.1045/
00025,19980103.1100/
00025,19980103.1115/
00025,19980103.1130/
00025,19980103.1145/
00026,19980103.1200/
00027,19980103.1215/
00028,19980103.1230/
00030,19980103.1245/
00031,19980103.1300/
00033,19980103.1315/
00034,19980103.1330/
00035,19980103.1345/
00036,19980103.1400/
00037,19980103.1415/
00038,19980103.1430/
00039,19980103.1445/
00040,19980103.1500/
00041,19980103.1515/
00042,19980103.1530/
00043,19980103.1545/
00044,19980103.1600/
00045,19980103.1615/
00046,19980103.1630/
00047,19980103.1645/
00047,19980103.1700/
00047,19980103.1715/
00048,19980103.1730/
00048,19980103.1745/
00049,19980103.1800/
00050,19980103.1815/
00050,19980103.1830/
00050,19980103.1845/
00051,19980103.1900/
00051,19980103.1915/
00051,19980103.1930/
00052,19980103.1945/
00053,19980103.2000/
00053,19980103.2015/
00054,19980103.2030/
00055,19980103.2045/
00056,19980103.2100/
00057,19980103.2115/
00058,19980103.2130/
00059,19980103.2145/
00059,19980103.2200/
00059,19980103.2215/
00059,19980103.2230/
00059,19980103.2245/
00059,19980103.2300/
00059,19980103.2315/
00059,19980103.2330/
00060,19980103.2345/
00060,19980104.0000/
00061,19980104.0015/
00061,19980104.0030/
00061,19980104.0045/
00062,19980104.0100/
00062,19980104.0115/
00062,19980104.0130/
00061,19980104.0145/
00060,19980104.0200/
00060,19980104.0215/
00059,19980104.0230/
00058,19980104.0245/
00058,19980104.0300/
00057,19980104.0315/
00057,19980104.0330/
00056,19980104.0345/
00055,19980104.0400/
00054,19980104.0415/
00053,19980104.0430/
00052,19980104.0445/
00051,19980104.0500/
00050,19980104.0515/
00049,19980104.0530/
00047,19980104.0545/
00046,19980104.0600/
00045,19980104.0615/
00044,19980104.0630/
00043,19980104.0645/
00042,19980104.0700/
00040,19980104.0715/
00039,19980104.0730/
00038,19980104.0745/
00037,19980104.0800/
00036,19980104.0815/
00035,19980104.0830/
00034,19980104.0845/
00033,19980104.0900/
00032,19980104.0915/
00031,19980104.0930/
00031,19980104.0945/
00030,19980104.1000/
00029,19980104.1015/
00029,19980104.1030/
00029,19980104.1045/
00029,19980104.1100/
00029,19980104.1115/
00029,19980104.1130/
00030,19980104.1145/
00030,19980104.1200/
00031,19980104.1215/
00033,19980104.1230/
00034,19980104.1245/
00035,19980104.1300/
00036,19980104.1315/
00037,19980104.1330/
00038,19980104.1345/
00039,19980104.1400/
00040,19980104.1415/
00041,19980104.1430/
00042,19980104.1445/
00043,19980104.1500/
00045,19980104.1515/
00046,19980104.1530/
00047,19980104.1545/
00048,19980104.1600/
00049,19980104.1615/
00050,19980104.1630/
00051,19980104.1645/
00052,19980104.1700/
00053,19980104.1715/
00054,19980104.1730/
00054,19980104.1745/
00055,19980104.1800/
00056,19980104.1815/
00056,19980104.1830/
00057,19980104.1845/
00057,19980104.1900/
00057,19980104.1915/
00057,19980104.1930/
00057,19980104.1945/
00057,19980104.2000/
00057,19980104.2015/
00058,19980104.2030/
00058,19980104.2045/
00058,19980104.2100/
00058,19980104.2115/
00058,19980104.2130/
00058,19980104.2145/
00058,19980104.2200/
00057,19980104.2215/
00057,19980104.2230/
00057,19980104.2245/
00056,19980104.2300/
00056,19980104.2315/
00055,19980104.2330/
00054,19980104.2345/
00053,19980105.0000/
00052,19980105.0015/
00052,19980105.0030/
00051,19980105.0045/
00051,19980105.0100/
00051,19980105.0115/
00051,19980105.0130/
00051,19980105.0145/
00051,19980105.0200/
00050,19980105.0215/
00049,19980105.0230/
00048,19980105.0245/
00047,19980105.0300/
00047,19980105.0315/
00047,19980105.0330/
00047,19980105.0345/
00047,19980105.0400/
00046,19980105.0415/
00046,19980105.0430/
00045,19980105.0445/
00044,19980105.0500/
00044,19980105.0515/
00043,19980105.0530/
00042,19980105.0545/
00041,19980105.0600/
00040,19980105.0615/
00039,19980105.0630/
00038,19980105.0645/
00037,19980105.0700/
00036,19980105.0715/
00036,19980105.0730/
00035,19980105.0745/
00034,19980105.0800/
00034,19980105.0815/
00033,19980105.0830/
00032,19980105.0845/
00031,19980105.0900/
00031,19980105.0915/
00030,19980105.0930/
00030,19980105.0945/
00030,19980105.1000/
00030,19980105.1015/
00031,19980105.1030/
00032,19980105.1045/
00033,19980105.1100/
00034,19980105.1115/
00035,19980105.1130/
00036,19980105.1145/
00036,19980105.1200/
00037,19980105.1215/
00038,19980105.1230/
00039,19980105.1245/
00040,19980105.1300/
00041,19980105.1315/
00042,19980105.1330/
00043,19980105.1345/
00044,19980105.1400/
00045,19980105.1415/
00046,19980105.1430/
00046,19980105.1445/
00047,19980105.1500/
00048,19980105.1515/
00050,19980105.1530/
00051,19980105.1545/
00052,19980105.1600/
00054,19980105.1615/
00055,19980105.1630/
00056,19980105.1645/
00057,19980105.1700/
00058,19980105.1715/
00059,19980105.1730/
00060,19980105.1745/
00061,19980105.1800/
00062,19980105.1815/
00062,19980105.1830/
00063,19980105.1845/
00064,19980105.1900/
00065,19980105.1915/
00065,19980105.1930/
00065,19980105.1945/
00065,19980105.2000/
00065,19980105.2015/
00064,19980105.2030/
00064,19980105.2045/
00063,19980105.2100/
00063,19980105.2115/
00063,19980105.2130/
00063,19980105.2145/
00063,19980105.2200/
00062,19980105.2215/
00062,19980105.2230/
00061,19980105.2245/
00060,19980105.2300/
00059,19980105.2315/
00058,19980105.2330/
00058,19980105.2345/
00057,19980106.0000/
00057,19980106.0015/
00056,19980106.0030/
00055,19980106.0045/
00055,19980106.0100/
00054,19980106.0115/
00053,19980106.0130/
00053,19980106.0145/
00053,19980106.0200/
00052,19980106.0215/
00051,19980106.0230/
00050,19980106.0245/
00050,19980106.0300/
00049,19980106.0315/
00048,19980106.0330/
00047,19980106.0345/
00047,19980106.0400/
00047,19980106.0415/
00046,19980106.0430/
00046,19980106.0445/
00046,19980106.0500/
00045,19980106.0515/
00045,19980106.0530/
00044,19980106.0545/
00043,19980106.0600/
00043,19980106.0615/
00043,19980106.0630/
00042,19980106.0645/
00041,19980106.0700/
00041,19980106.0715/
00041,19980106.0730/
00040,19980106.0745/
00039,19980106.0800/
00038,19980106.0815/
00038,19980106.0830/
00037,19980106.0845/
00037,19980106.0900/
00037,19980106.0915/
00037,19980106.0930/
00037,19980106.0945/
00037,19980106.1000/
00037,19980106.1015/
00037,19980106.1030/
00038,19980106.1045/
00039,19980106.1100/
00039,19980106.1115/
00040,19980106.1130/
00041,19980106.1145/
00042,19980106.1200/
00043,19980106.1215/
00043,19980106.1230/
00044,19980106.1245/
00045,19980106.1300/
00046,19980106.1315/
00047,19980106.1330/
00048,19980106.1345/
00049,19980106.1400/
00050,19980106.1415/
00051,19980106.1430/
00051,19980106.1445/
00052,19980106.1500/
00053,19980106.1515/
00054,19980106.1530/
00055,19980106.1545/
00056,19980106.1600/
00057,19980106.1615/
00058,19980106.1630/
00059,19980106.1645/
00061,19980106.1700/
00062,19980106.1715/
00063,19980106.1730/
00064,19980106.1745/
00065,19980106.1800/
00066,19980106.1815/
00067,19980106.1830/
00068,19980106.1845/
00068,19980106.1900/
00069,19980106.1915/
00070,19980106.1930/
00071,19980106.1945/
00071,19980106.2000/
00072,19980106.2015/
00072,19980106.2030/
00072,19980106.2045/
00071,19980106.2100/
00071,19980106.2115/
00070,19980106.2130/
00069,19980106.2145/
00069,19980106.2200/
00068,19980106.2215/
00067,19980106.2230/
00066,19980106.2245/
00066,19980106.2300/
00065,19980106.2315/
00064,19980106.2330/
00063,19980106.2345/
00062,19980107.0000/
00061,19980107.0015/
00060,19980107.0030/
00059,19980107.0045/
00058,19980107.0100/
00057,19980107.0115/
00056,19980107.0130/
