#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_02_1994
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19940101 TO 19941231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
00094,19940101.0000/
00094,19940101.0015/
00094,19940101.0030/
00094,19940101.0045/
00094,19940101.0100/
00094,19940101.0115/
00093,19940101.0130/
00092,19940101.0145/
00090,19940101.0200/
00089,19940101.0215/
00087,19940101.0230/
00086,19940101.0245/
00085,19940101.0300/
00084,19940101.0315/
00082,19940101.0330/
00080,19940101.0345/
00078,19940101.0400/
00076,19940101.0415/
00074,19940101.0430/
00072,19940101.0445/
00070,19940101.0500/
00068,19940101.0515/
00067,19940101.0530/
00066,19940101.0545/
00064,19940101.0600/
00062,19940101.0615/
00060,19940101.0630/
00058,19940101.0645/
00056,19940101.0700/
00054,19940101.0715/
00052,19940101.0730/
00050,19940101.0745/
00049,19940101.0800/
00048,19940101.0815/
00047,19940101.0830/
00046,19940101.0845/
00045,19940101.0900/
00044,19940101.0915/
00043,19940101.0930/
00042,19940101.0945/
00041,19940101.1000/
00040,19940101.1015/
00040,19940101.1030/
00041,19940101.1045/
00042,19940101.1100/
00042,19940101.1115/
00043,19940101.1130/
00044,19940101.1145/
00045,19940101.1200/
00046,19940101.1215/
00047,19940101.1230/
00048,19940101.1245/
00049,19940101.1300/
00050,19940101.1315/
00051,19940101.1330/
00052,19940101.1345/
00053,19940101.1400/
00054,19940101.1415/
00055,19940101.1430/
00056,19940101.1445/
00056,19940101.1500/
00057,19940101.1515/
00058,19940101.1530/
00058,19940101.1545/
00059,19940101.1600/
00059,19940101.1615/
00059,19940101.1630/
00059,19940101.1645/
00060,19940101.1700/
00060,19940101.1715/
00061,19940101.1730/
00063,19940101.1745/
00063,19940101.1800/
00064,19940101.1815/
00064,19940101.1830/
