#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_02_1990
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19900719 TO 19901231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
-9999,19900719.0900/
-9999,19900719.0915/
-9999,19900719.0930/
-9999,19900719.0945/
00107,19900719.1000/
00106,19900719.1015/
00105,19900719.1030/
00104,19900719.1045/
00102,19900719.1100/
00100,19900719.1115/
00099,19900719.1130/
00098,19900719.1145/
00096,19900719.1200/
00094,19900719.1215/
00093,19900719.1230/
00092,19900719.1245/
00090,19900719.1300/
00089,19900719.1315/
00087,19900719.1330/
00086,19900719.1345/
00084,19900719.1400/
00083,19900719.1415/
00082,19900719.1430/
00080,19900719.1445/
00078,19900719.1500/
00075,19900719.1515/
00072,19900719.1530/
00071,19900719.1545/
00070,19900719.1600/
00068,19900719.1615/
00067,19900719.1630/
00065,19900719.1645/
00063,19900719.1700/
00062,19900719.1715/
00060,19900719.1730/
00059,19900719.1745/
00057,19900719.1800/
00056,19900719.1815/
00055,19900719.1830/
00053,19900719.1845/
00052,19900719.1900/
00051,19900719.1915/
00050,19900719.1930/
00049,19900719.1945/
00049,19900719.2000/
00048,19900719.2015/
00048,19900719.2030/
00048,19900719.2045/
00047,19900719.2100/
00047,19900719.2115/
00047,19900719.2130/
00047,19900719.2145/
00048,19900719.2200/
00049,19900719.2215/
00051,19900719.2230/
00053,19900719.2245/
00054,19900719.2300/
00055,19900719.2315/
00057,19900719.2330/
00058,19900719.2345/
00059,19900720.0000/
00060,19900720.0015/
00061,19900720.0030/
00062,19900720.0045/
00063,19900720.0100/
00065,19900720.0115/
00067,19900720.0130/
00068,19900720.0145/
00069,19900720.0200/
00070,19900720.0215/
00071,19900720.0230/
00072,19900720.0245/
00073,19900720.0300/
00075,19900720.0315/
00076,19900720.0330/
00078,19900720.0345/
00079,19900720.0400/
00080,19900720.0415/
00082,19900720.0430/
00084,19900720.0445/
00085,19900720.0500/
00087,19900720.0515/
00089,19900720.0530/
00091,19900720.0545/
00093,19900720.0600/
00094,19900720.0615/
00096,19900720.0630/
00098,19900720.0645/
00100,19900720.0700/
00101,19900720.0715/
00103,19900720.0730/
00106,19900720.0745/
00107,19900720.0800/
00107,19900720.0815/
00110,19900720.0830/
00112,19900720.0845/
00111,19900720.0900/
00112,19900720.0915/
00113,19900720.0930/
00113,19900720.0945/
00113,19900720.1000/
00113,19900720.1015/
00112,19900720.1030/
00111,19900720.1045/
00110,19900720.1100/
00109,19900720.1115/
00107,19900720.1130/
00106,19900720.1145/
00104,19900720.1200/
00102,19900720.1215/
00101,19900720.1230/
00099,19900720.1245/
00097,19900720.1300/
00095,19900720.1315/
00094,19900720.1330/
00092,19900720.1345/
00091,19900720.1400/
00089,19900720.1415/
00087,19900720.1430/
00085,19900720.1445/
00084,19900720.1500/
00082,19900720.1515/
00080,19900720.1530/
00079,19900720.1545/
00077,19900720.1600/
00075,19900720.1615/
00073,19900720.1630/
00071,19900720.1645/
00070,19900720.1700/
00069,19900720.1715/
00067,19900720.1730/
00065,19900720.1745/
00064,19900720.1800/
00062,19900720.1815/
00061,19900720.1830/
00059,19900720.1845/
00058,19900720.1900/
00057,19900720.1915/
00056,19900720.1930/
00056,19900720.1945/
00055,19900720.2000/
00054,19900720.2015/
00053,19900720.2030/
00053,19900720.2045/
00053,19900720.2100/
00052,19900720.2115/
00054,19900720.2130/
00055,19900720.2145/
00056,19900720.2200/
00058,19900720.2215/
00059,19900720.2230/
00060,19900720.2245/
00062,19900720.2300/
00064,19900720.2315/
00066,19900720.2330/
00067,19900720.2345/
00069,19900721.0000/
00071,19900721.0015/
00071,19900721.0030/
00072,19900721.0045/
00074,19900721.0100/
00075,19900721.0115/
00078,19900721.0130/
00080,19900721.0145/
00082,19900721.0200/
00083,19900721.0215/
00084,19900721.0230/
00086,19900721.0245/
00088,19900721.0300/
00089,19900721.0315/
00091,19900721.0330/
00093,19900721.0345/
00094,19900721.0400/
00096,19900721.0415/
00098,19900721.0430/
00100,19900721.0445/
00102,19900721.0500/
00104,19900721.0515/
00111,19900721.0530/
00116,19900721.0545/
00119,19900721.0600/
00117,19900721.0615/
00118,19900721.0630/
00121,19900721.0645/
00125,19900721.0700/
00127,19900721.0715/
00128,19900721.0730/
00131,19900721.0745/
00133,19900721.0800/
00136,19900721.0815/
00137,19900721.0830/
00139,19900721.0845/
00143,19900721.0900/
00145,19900721.0915/
00145,19900721.0930/
00146,19900721.0945/
00149,19900721.1000/
00151,19900721.1015/
00154,19900721.1030/
00156,19900721.1045/
00154,19900721.1100/
00154,19900721.1115/
00154,19900721.1130/
00154,19900721.1145/
00151,19900721.1200/
00151,19900721.1215/
00150,19900721.1230/
00149,19900721.1245/
00146,19900721.1300/
00143,19900721.1315/
00140,19900721.1330/
00139,19900721.1345/
00137,19900721.1400/
00135,19900721.1415/
00133,19900721.1430/
00130,19900721.1445/
00127,19900721.1500/
00124,19900721.1515/
00122,19900721.1530/
00119,19900721.1545/
00117,19900721.1600/
00115,19900721.1615/
00112,19900721.1630/
00110,19900721.1645/
00108,19900721.1700/
00105,19900721.1715/
00101,19900721.1730/
00098,19900721.1745/
00096,19900721.1800/
00094,19900721.1815/
00091,19900721.1830/
00089,19900721.1845/
00087,19900721.1900/
00085,19900721.1915/
00084,19900721.1930/
00082,19900721.1945/
00080,19900721.2000/
00079,19900721.2015/
00078,19900721.2030/
00077,19900721.2045/
00074,19900721.2100/
00073,19900721.2115/
00072,19900721.2130/
00071,19900721.2145/
00070,19900721.2200/
00069,19900721.2215/
00069,19900721.2230/
00069,19900721.2245/
00069,19900721.2300/
00068,19900721.2315/
00068,19900721.2330/
00068,19900721.2345/
00068,19900722.0000/
00068,19900722.0015/
00069,19900722.0030/
00071,19900722.0045/
00072,19900722.0100/
00073,19900722.0115/
00073,19900722.0130/
00075,19900722.0145/
00076,19900722.0200/
00077,19900722.0215/
00078,19900722.0230/
00079,19900722.0245/
00081,19900722.0300/
00082,19900722.0315/
00082,19900722.0330/
00083,19900722.0345/
00085,19900722.0400/
00087,19900722.0415/
00090,19900722.0430/
00092,19900722.0445/
00093,19900722.0500/
00095,19900722.0515/
00097,19900722.0530/
00098,19900722.0545/
00101,19900722.0600/
00102,19900722.0615/
00102,19900722.0630/
00106,19900722.0645/
00109,19900722.0700/
00111,19900722.0715/
00112,19900722.0730/
00114,19900722.0745/
00117,19900722.0800/
00119,19900722.0815/
00121,19900722.0830/
00124,19900722.0845/
00126,19900722.0900/
00127,19900722.0915/
00130,19900722.0930/
00132,19900722.0945/
00134,19900722.1000/
00138,19900722.1015/
00138,19900722.1030/
00140,19900722.1045/
00142,19900722.1100/
00143,19900722.1115/
00145,19900722.1130/
00146,19900722.1145/
00146,19900722.1200/
00148,19900722.1215/
00147,19900722.1230/
00146,19900722.1245/
00145,19900722.1300/
00145,19900722.1315/
00142,19900722.1330/
00142,19900722.1345/
00140,19900722.1400/
00138,19900722.1415/
00137,19900722.1430/
00135,19900722.1445/
00133,19900722.1500/
00131,19900722.1515/
00129,19900722.1530/
00128,19900722.1545/
00127,19900722.1600/
00125,19900722.1615/
00122,19900722.1630/
00121,19900722.1645/
00120,19900722.1700/
00118,19900722.1715/
00114,19900722.1730/
00112,19900722.1745/
00110,19900722.1800/
00109,19900722.1815/
00106,19900722.1830/
00104,19900722.1845/
00102,19900722.1900/
00099,19900722.1915/
00097,19900722.1930/
00097,19900722.1945/
00095,19900722.2000/
00095,19900722.2015/
00092,19900722.2030/
00089,19900722.2045/
00088,19900722.2100/
00087,19900722.2115/
00086,19900722.2130/
00086,19900722.2145/
00085,19900722.2200/
00084,19900722.2215/
00085,19900722.2230/
00084,19900722.2245/
00084,19900722.2300/
00084,19900722.2315/
00084,19900722.2330/
00084,19900722.2345/
00085,19900723.0000/
00085,19900723.0015/
00084,19900723.0030/
00086,19900723.0045/
00087,19900723.0100/
00089,19900723.0115/
00091,19900723.0130/
00093,19900723.0145/
00096,19900723.0200/
00095,19900723.0215/
00096,19900723.0230/
00100,19900723.0245/
00099,19900723.0300/
00099,19900723.0315/
00101,19900723.0330/
00103,19900723.0345/
00102,19900723.0400/
00103,19900723.0415/
00103,19900723.0430/
00105,19900723.0445/
00106,19900723.0500/
00110,19900723.0515/
00111,19900723.0530/
00111,19900723.0545/
00113,19900723.0600/
00115,19900723.0615/
00113,19900723.0630/
00114,19900723.0645/
00115,19900723.0700/
00119,19900723.0715/
00121,19900723.0730/
00121,19900723.0745/
00123,19900723.0800/
00122,19900723.0815/
00123,19900723.0830/
00125,19900723.0845/
00129,19900723.0900/
00131,19900723.0915/
00128,19900723.0930/
00129,19900723.0945/
00132,19900723.1000/
00131,19900723.1015/
00131,19900723.1030/
00133,19900723.1045/
00134,19900723.1100/
00135,19900723.1115/
00135,19900723.1130/
00135,19900723.1145/
00135,19900723.1200/
00134,19900723.1215/
00130,19900723.1230/
00128,19900723.1245/
00126,19900723.1300/
00126,19900723.1315/
00125,19900723.1330/
00125,19900723.1345/
00125,19900723.1400/
00123,19900723.1415/
00117,19900723.1430/
00116,19900723.1445/
00117,19900723.1500/
00115,19900723.1515/
00112,19900723.1530/
00111,19900723.1545/
00107,19900723.1600/
00105,19900723.1615/
00105,19900723.1630/
00103,19900723.1645/
00102,19900723.1700/
00100,19900723.1715/
00096,19900723.1730/
00094,19900723.1745/
00093,19900723.1800/
00092,19900723.1815/
00089,19900723.1830/
00087,19900723.1845/
00085,19900723.1900/
00084,19900723.1915/
00081,19900723.1930/
00079,19900723.1945/
00077,19900723.2000/
