#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_03_2001
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20010101 TO 20011231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00091,20010101.0000/
00091,20010101.0005/
00092,20010101.0010/
00092,20010101.0015/
00092,20010101.0020/
00092,20010101.0025/
00092,20010101.0030/
00092,20010101.0035/
00092,20010101.0040/
00092,20010101.0045/
00092,20010101.0050/
00092,20010101.0055/
00092,20010101.0100/
00092,20010101.0105/
00091,20010101.0110/
00091,20010101.0115/
00091,20010101.0120/
00090,20010101.0125/
00091,20010101.0130/
00090,20010101.0135/
00090,20010101.0140/
00090,20010101.0145/
00090,20010101.0150/
00089,20010101.0155/
00089,20010101.0200/
00088,20010101.0205/
00088,20010101.0210/
00088,20010101.0215/
00088,20010101.0220/
00088,20010101.0225/
00087,20010101.0230/
00087,20010101.0235/
00087,20010101.0240/
00087,20010101.0245/
00086,20010101.0250/
00086,20010101.0255/
00086,20010101.0300/
00086,20010101.0305/
00086,20010101.0310/
00085,20010101.0315/
00085,20010101.0320/
00084,20010101.0325/
00083,20010101.0330/
00083,20010101.0335/
00083,20010101.0340/
00082,20010101.0345/
00082,20010101.0350/
00081,20010101.0355/
00081,20010101.0400/
00080,20010101.0405/
00080,20010101.0410/
00080,20010101.0415/
00079,20010101.0420/
00078,20010101.0425/
00078,20010101.0430/
00078,20010101.0435/
00077,20010101.0440/
00077,20010101.0445/
00077,20010101.0450/
00076,20010101.0455/
00076,20010101.0500/
00076,20010101.0505/
00075,20010101.0510/
00075,20010101.0515/
00074,20010101.0520/
00074,20010101.0525/
00074,20010101.0530/
00073,20010101.0535/
00073,20010101.0540/
00072,20010101.0545/
00072,20010101.0550/
00072,20010101.0555/
00071,20010101.0600/
00070,20010101.0605/
00070,20010101.0610/
00070,20010101.0615/
00069,20010101.0620/
00069,20010101.0625/
00068,20010101.0630/
00068,20010101.0635/
00067,20010101.0640/
00067,20010101.0645/
00066,20010101.0650/
00066,20010101.0655/
00066,20010101.0700/
00065,20010101.0705/
00064,20010101.0710/
00064,20010101.0715/
00064,20010101.0720/
00063,20010101.0725/
00063,20010101.0730/
