#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_03_2003
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20030101 TO 20031231
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00082,20030101.0000/
00081,20030101.0005/
00081,20030101.0010/
00080,20030101.0015/
00079,20030101.0020/
00079,20030101.0025/
00079,20030101.0030/
00078,20030101.0035/
00078,20030101.0040/
00077,20030101.0045/
00077,20030101.0050/
00076,20030101.0055/
00076,20030101.0100/
00075,20030101.0105/
00074,20030101.0110/
00073,20030101.0115/
00073,20030101.0120/
00072,20030101.0125/
00072,20030101.0130/
00071,20030101.0135/
00071,20030101.0140/
00070,20030101.0145/
00069,20030101.0150/
00069,20030101.0155/
00068,20030101.0200/
00067,20030101.0205/
00067,20030101.0210/
00066,20030101.0215/
00066,20030101.0220/
00065,20030101.0225/
00064,20030101.0230/
00064,20030101.0235/
00063,20030101.0240/
00062,20030101.0245/
00061,20030101.0250/
00061,20030101.0255/
00060,20030101.0300/
00059,20030101.0305/
00059,20030101.0310/
00058,20030101.0315/
00058,20030101.0320/
00057,20030101.0325/
00056,20030101.0330/
00056,20030101.0335/
00055,20030101.0340/
00054,20030101.0345/
00054,20030101.0350/
00053,20030101.0355/
00052,20030101.0400/
00052,20030101.0405/
00051,20030101.0410/
00051,20030101.0415/
00050,20030101.0420/
00049,20030101.0425/
00049,20030101.0430/
00048,20030101.0435/
00048,20030101.0440/
00047,20030101.0445/
00046,20030101.0450/
00046,20030101.0455/
00045,20030101.0500/
00044,20030101.0505/
00044,20030101.0510/
00043,20030101.0515/
00042,20030101.0520/
00042,20030101.0525/
00041,20030101.0530/
00041,20030101.0535/
00040,20030101.0540/
00040,20030101.0545/
00039,20030101.0550/
00039,20030101.0555/
00038,20030101.0600/
00038,20030101.0605/
00037,20030101.0610/
00037,20030101.0615/
00036,20030101.0620/
00036,20030101.0625/
00036,20030101.0630/
00036,20030101.0635/
00035,20030101.0640/
00035,20030101.0645/
00034,20030101.0650/
00034,20030101.0655/
00034,20030101.0700/
00033,20030101.0705/
00033,20030101.0710/
00032,20030101.0715/
00032,20030101.0720/
00032,20030101.0725/
00032,20030101.0730/
00031,20030101.0735/
00031,20030101.0740/
00030,20030101.0745/
00030,20030101.0750/
00030,20030101.0755/
00030,20030101.0800/
00029,20030101.0805/
00029,20030101.0810/
00029,20030101.0815/
00029,20030101.0820/
00029,20030101.0825/
00029,20030101.0830/
00029,20030101.0835/
00029,20030101.0840/
00029,20030101.0845/
00030,20030101.0850/
00030,20030101.0855/
00030,20030101.0900/
00031,20030101.0905/
00031,20030101.0910/
00031,20030101.0915/
00032,20030101.0920/
00032,20030101.0925/
00032,20030101.0930/
00033,20030101.0935/
00033,20030101.0940/
00034,20030101.0945/
00034,20030101.0950/
00035,20030101.0955/
00035,20030101.1000/
00035,20030101.1005/
00036,20030101.1010/
00036,20030101.1015/
00037,20030101.1020/
00037,20030101.1025/
00038,20030101.1030/
00038,20030101.1035/
00039,20030101.1040/
00039,20030101.1045/
00040,20030101.1050/
00040,20030101.1055/
00040,20030101.1100/
00041,20030101.1105/
00041,20030101.1110/
00042,20030101.1115/
00042,20030101.1120/
00043,20030101.1125/
00043,20030101.1130/
00044,20030101.1135/
00044,20030101.1140/
00044,20030101.1145/
00045,20030101.1150/
00045,20030101.1155/
00046,20030101.1200/
00046,20030101.1205/
00046,20030101.1210/
00047,20030101.1215/
00047,20030101.1220/
00048,20030101.1225/
00048,20030101.1230/
00048,20030101.1235/
00049,20030101.1240/
00050,20030101.1245/
00050,20030101.1250/
00050,20030101.1255/
00051,20030101.1300/
00051,20030101.1305/
00052,20030101.1310/
00052,20030101.1315/
00052,20030101.1320/
00053,20030101.1325/
00053,20030101.1330/
00054,20030101.1335/
00054,20030101.1340/
00055,20030101.1345/
00055,20030101.1350/
00056,20030101.1355/
00056,20030101.1400/
00056,20030101.1405/
00057,20030101.1410/
00058,20030101.1415/
00058,20030101.1420/
00059,20030101.1425/
00059,20030101.1430/
00059,20030101.1435/
00060,20030101.1440/
00060,20030101.1445/
00060,20030101.1450/
00061,20030101.1455/
00062,20030101.1500/
00062,20030101.1505/
00062,20030101.1510/
00063,20030101.1515/
00063,20030101.1520/
00064,20030101.1525/
00064,20030101.1530/
00065,20030101.1535/
00065,20030101.1540/
00065,20030101.1545/
00066,20030101.1550/
00066,20030101.1555/
00066,20030101.1600/
00067,20030101.1605/
00067,20030101.1610/
00068,20030101.1615/
00069,20030101.1620/
00069,20030101.1625/
00070,20030101.1630/
00071,20030101.1635/
00071,20030101.1640/
