#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: PTBAR02_01_1988
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19880308 TO 19880818
#LOCATION: Barrack Street 02
#Station Status:  Updated
#Lat: -31.959694  Long: 115.85725
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LWM Fremantle     which is   1.998   m below Benchmark   PWD BM A104   
#National Station ID:   NA
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 15
#
H(cm),YYYYMMDD.hhmm/
-9999,19880308.1200/
-9999,19880308.1215/
-9999,19880308.1230/
00079,19880308.1245/
00079,19880308.1300/
00079,19880308.1315/
00080,19880308.1330/
00080,19880308.1345/
00080,19880308.1400/
00081,19880308.1415/
00081,19880308.1430/
00080,19880308.1445/
00080,19880308.1500/
00080,19880308.1515/
00079,19880308.1530/
00078,19880308.1545/
00078,19880308.1600/
00077,19880308.1615/
00076,19880308.1630/
00074,19880308.1645/
00072,19880308.1700/
00070,19880308.1715/
00070,19880308.1730/
00069,19880308.1745/
00067,19880308.1800/
00067,19880308.1815/
00065,19880308.1830/
00064,19880308.1845/
00063,19880308.1900/
00062,19880308.1915/
00061,19880308.1930/
00060,19880308.1945/
00059,19880308.2000/
00058,19880308.2015/
00058,19880308.2030/
00057,19880308.2045/
00057,19880308.2100/
00057,19880308.2115/
00056,19880308.2130/
00056,19880308.2145/
00055,19880308.2200/
00055,19880308.2215/
00054,19880308.2230/
00054,19880308.2245/
00054,19880308.2300/
00053,19880308.2315/
00054,19880308.2330/
00055,19880308.2345/
00055,19880309.0000/
00055,19880309.0015/
00056,19880309.0030/
00056,19880309.0045/
00056,19880309.0100/
00056,19880309.0115/
00055,19880309.0130/
00055,19880309.0145/
00055,19880309.0200/
00055,19880309.0215/
00055,19880309.0230/
00055,19880309.0245/
00055,19880309.0300/
00055,19880309.0315/
00055,19880309.0330/
00054,19880309.0345/
00053,19880309.0400/
00053,19880309.0415/
00052,19880309.0430/
00052,19880309.0445/
00052,19880309.0500/
00053,19880309.0515/
00052,19880309.0530/
00052,19880309.0545/
00052,19880309.0600/
00051,19880309.0615/
00051,19880309.0630/
00052,19880309.0645/
00052,19880309.0700/
00053,19880309.0715/
00054,19880309.0730/
00056,19880309.0745/
00057,19880309.0800/
00061,19880309.0815/
00062,19880309.0830/
00063,19880309.0845/
00064,19880309.0900/
00066,19880309.0915/
00067,19880309.0930/
00069,19880309.0945/
00070,19880309.1000/
00071,19880309.1015/
00072,19880309.1030/
00074,19880309.1045/
00075,19880309.1100/
00078,19880309.1115/
00078,19880309.1130/
00080,19880309.1145/
00081,19880309.1200/
00082,19880309.1215/
00085,19880309.1230/
00086,19880309.1245/
00087,19880309.1300/
00089,19880309.1315/
00090,19880309.1330/
00090,19880309.1345/
00091,19880309.1400/
00092,19880309.1415/
00092,19880309.1430/
00093,19880309.1445/
00092,19880309.1500/
00092,19880309.1515/
00092,19880309.1530/
00092,19880309.1545/
00091,19880309.1600/
00091,19880309.1615/
00090,19880309.1630/
00089,19880309.1645/
00088,19880309.1700/
00087,19880309.1715/
00085,19880309.1730/
00084,19880309.1745/
00082,19880309.1800/
00081,19880309.1815/
00080,19880309.1830/
00079,19880309.1845/
00076,19880309.1900/
00075,19880309.1915/
00073,19880309.1930/
00072,19880309.1945/
00070,19880309.2000/
00069,19880309.2015/
00068,19880309.2030/
00068,19880309.2045/
00067,19880309.2100/
00066,19880309.2115/
00065,19880309.2130/
00064,19880309.2145/
00063,19880309.2200/
00060,19880309.2215/
00061,19880309.2230/
00060,19880309.2245/
00058,19880309.2300/
00059,19880309.2315/
00058,19880309.2330/
00056,19880309.2345/
00055,19880310.0000/
00056,19880310.0015/
00056,19880310.0030/
00055,19880310.0045/
00055,19880310.0100/
00055,19880310.0115/
00054,19880310.0130/
00053,19880310.0145/
00052,19880310.0200/
00053,19880310.0215/
00051,19880310.0230/
00050,19880310.0245/
00049,19880310.0300/
00047,19880310.0315/
00048,19880310.0330/
00048,19880310.0345/
00049,19880310.0400/
00048,19880310.0415/
00048,19880310.0430/
00048,19880310.0445/
00049,19880310.0500/
00048,19880310.0515/
00048,19880310.0530/
00048,19880310.0545/
00048,19880310.0600/
00048,19880310.0615/
00050,19880310.0630/
00050,19880310.0645/
00051,19880310.0700/
00052,19880310.0715/
00053,19880310.0730/
00054,19880310.0745/
00055,19880310.0800/
00056,19880310.0815/
00057,19880310.0830/
00057,19880310.0845/
00058,19880310.0900/
00061,19880310.0915/
00063,19880310.0930/
00065,19880310.0945/
00065,19880310.1000/
00067,19880310.1015/
00068,19880310.1030/
00069,19880310.1045/
00071,19880310.1100/
00072,19880310.1115/
00074,19880310.1130/
00074,19880310.1145/
00076,19880310.1200/
00078,19880310.1215/
00081,19880310.1230/
00081,19880310.1245/
00080,19880310.1300/
00082,19880310.1315/
00083,19880310.1330/
00082,19880310.1345/
00082,19880310.1400/
00082,19880310.1415/
00083,19880310.1430/
00085,19880310.1445/
00086,19880310.1500/
00085,19880310.1515/
00084,19880310.1530/
00084,19880310.1545/
00083,19880310.1600/
00082,19880310.1615/
00080,19880310.1630/
00080,19880310.1645/
00078,19880310.1700/
00076,19880310.1715/
00076,19880310.1730/
00074,19880310.1745/
00072,19880310.1800/
00071,19880310.1815/
00070,19880310.1830/
00069,19880310.1845/
00068,19880310.1900/
00067,19880310.1915/
00066,19880310.1930/
00064,19880310.1945/
00061,19880310.2000/
00060,19880310.2015/
00058,19880310.2030/
00057,19880310.2045/
00058,19880310.2100/
00057,19880310.2115/
00054,19880310.2130/
00053,19880310.2145/
00050,19880310.2200/
00051,19880310.2215/
00046,19880310.2230/
00045,19880310.2245/
00045,19880310.2300/
00043,19880310.2315/
00042,19880310.2330/
00041,19880310.2345/
00039,19880311.0000/
00036,19880311.0015/
00037,19880311.0030/
