Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6161870_Phaeophytin_a_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.951371818
Long,115.913400409
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161870
Site Description,6161870
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00138
Data Classification,WQ Grab
Sampling Rate (min),7407.8851
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Phaeophytin a (mg/L)
QC,String
