Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6161870_Total_Phosphorus_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.951371818
Long,115.913400409
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161870
Site Description,6161870
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),9318.4444
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Total Phosphorus (mg/L),Decimal
QC,String
