Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163857_Wind_Direction_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-31.883876230
Long,115.991249113
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163857
Site Description,6163857
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00129
Data Classification,WQ Grab
Sampling Rate (min),15182.3457
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Direction (ø),Decimal
QC,String
