Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163932_Temperature_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-31.881100040
Long,115.991299989
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163932
Site Description,6163932
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00007
Data Classification,WQ Grab
Sampling Rate (min),1151.7957
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Temperature (^{\circ}C),Decimal
QC,String
