Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6167160_O2_Saturation_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.998888973
Long,115.844249917
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6167160
Site Description,6167160
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00085
Data Classification,WQ Grab
Sampling Rate (min),1212.2880
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
O2 Saturation (%),Decimal
QC,String
