Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160118_Nitrate_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-31.878074630
Long,115.992277595
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160118
Site Description,6160118
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00026
Data Classification,WQ Grab
Sampling Rate (min), NaN
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Nitrate (mg/L)
QC,String
