Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163485_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.922684344
Long,115.950948938
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163485
Site Description,6163485
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00130
Data Classification,WQ Grab
Sampling Rate (min),15229.2136
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Wind Speed (m/s)
QC,String
