Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160119_Turbidity_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.868416994
Long,115.998983271
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160119
Site Description,6160119
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00013
Data Classification,WQ Grab
Sampling Rate (min),1527.0280
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Turbidity (NTU),Decimal
QC,String
