Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6142975_Chlorophyll_a_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-32.209850521
Long,115.759565504
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6142975
Site Description,6142975
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),43601.3333
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Chlorophyll-a (\mug/L),Decimal
QC,String
