Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6161878_Secchi_depth_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.921403755
Long,115.940132419
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6161878
Site Description,6161878
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00140
Data Classification,WQ Grab
Sampling Rate (min),10281.9787
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Secchi depth (m)
QC,String
