Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6163833_Wind_Direction_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.861400038
Long,116.002699988
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6163833
Site Description,6163833
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),16328.6554
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Direction (ø),Decimal
QC,String
