Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,616178_Max_Stage_Height_CTF_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.883961063
Long,116.094790172
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,616178
Site Description,616178
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),1487.8642
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Max Stage Height CTF (m),Decimal
QC,String
