Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160258_Phaeophytin_a_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-32.017126042
Long,115.784128632
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160258
Site Description,6160258
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),10752.0924
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Phaeophytin a (mg/L),Decimal
QC,String
