Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160262_pH_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-31.963657373
Long,115.848779930
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160262
Site Description,6160262
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00137
Data Classification,WQ Grab
Sampling Rate (min),1036.6388
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,pH ()
QC,String
