Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160487_Secchi_depth_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-32.023284813
Long,115.884957815
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160487
Site Description,6160487
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Data Classification,WQ Grab
Sampling Rate (min),109261.2292
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Secchi depth (m),Decimal
QC,String
